emoji_in,label,backtranslated_tweet
"makin kepo sama bukunya. bisa didapat di mana ya, ibu?",Netral,"Saya jadi makin penasaran dengan buku itu. Di mana saya bisa mendapatkannya, Bu?"
"kecuali jika saya tahu netral dan kerabat mereka baik -baik saja, mendapatkan bantuan yang layak mereka dapatkan, mereka selalu membantu orang lain, dan bcs mereka tidak bersalah dan sering mendapatkan serangan dari apa pun yang misterius, jadi akan setuju untuk saling membantu dengan anda jsp (dan ibrahim jika dia datang)",Netral,"kecuali saya tahu mereka netral dan keluarga mereka baik-baik saja, mendapatkan bantuan yang layak mereka dapatkan, mereka selalu membantu orang lain, dan karena mereka tidak bersalah dan sering diserang oleh orang misterius, jadi akan setuju untuk saling membantu dengan Anda jsp (dan ibrahim jika dia datang)"
"lagi dan lagii, penyembuhan mandiri :rolling_on_the_floor_laughing:",Positif,"lagi dan lagi, penyembuhan diri :rolling_on_the_floor_laughing:"
"artis sm melenturkan seberapa besar popularitas mereka, seperti yang dapat mereka lakukan untuk mengambil alih twitter trending hastagh .... dan berteriak kepada semua penata rias yang melakukan pekerjaan dengan baik untuk mereka:clapping_hands: :jack-o-lantern::ghost:",Positif,"artis sm memamerkan seberapa besar popularitas mereka, seperti yang dapat mereka lakukan untuk mengambil alih tagar tren Twitter....dan berteriak kepada semua seniman tata rias yang telah melakukan pekerjaan hebat untuk mereka :clapping_hands: :jack-o-lantern::ghost:"
"saya penuh untuk bertemu . bapak tu aji mangku ida bagus saskara. kami terhubung, tidak hanya berbicara kecil. dia bahkan memberi saya # -offering, . terima kasih kepada untuk memandu kaki saya ke ini hari ini. :folded_hands_light_skin_tone:",Positif,"saya sangat ingin bertemu. tuan tu aji mangku ida bagus saskara. kita nyambung, bukan cuma basa-basi. dia bahkan ngasih saya # - persembahan. terima kasih sudah menuntun langkah saya sampai hari ini. :folded_hands_light_skin_tone:"
tolong gw yang terlalu memikirkan mulu anjir:persevering_face::persevering_face:,Negatif,"tolong bantu saya, saya selalu berpikir terlalu banyak, sial:persevering_face::persevering_face:"
"demi sedyhhh bgtt ditinggal bestie kerja :loudly_crying_face::loudly_crying_face::loudly_crying_face: yg sllu berduaan klu break solat pokoknya kmna ² gw itu introvert anda tahu..harus berbaur lgi sma org baru, itu susah bgt buat gw :loudly_crying_face:",Negatif,"demi apa ya, sedih banget ditinggal sahabat kantor :loudly_crying_face::loudly_crying_face::loudly_crying_face: yang selalu berduaan pas lagi istirahat sholat, makanya aku jadi introvert, tau nggak...harus bergaul sama orang baru lagi, berat banget buat aku :loudly_crying_face:"
penyembuhan penyembuhan ampe rumah stres lagi yahh,Negatif,penyembuhan penyembuhan sampai rumah stres lagi ya
saya memilih sebagai naksir terbesar tahun ini! :heart_with_arrow:,Positif,aku terpilih sebagai orang yang paling aku taksir tahun ini! :heart_with_arrow:
gais jangan lupa self healing nonton ic jadi stok video meditasi :face_with_tears_of_joy:,Positif,"Teman-teman, jangan lupa self-healing, tonton IC sebagai video meditasi :face_with_tears_of_joy:"
bahkan menggunakan tor sebagai simpul keluar untuk aplikasi ini,Netral,bahkan menggunakan tor sebagai simpul keluar untuk aplikasi ini
bahkan lebih dengan modpacks,Netral,bahkan lebih banyak lagi dengan modpacks
sistem dukungan saya :red_heart::red_heart::red_heart::smiling_face_with_hearts: beruntung banget punya pasangan seperti dia,Positif,sistem pendukung saya :red_heart::red_heart::red_heart::smiling_face_with_hearts: sangat beruntung memiliki pasangan seperti dia
mudik o bestie :smiling_face_with_hearts::smiling_face_with_hearts: aku tak njogo ps turi ae :smiling_face_with_hearts::smiling_face_with_hearts:,Positif,pulang ke rumah sahabat :smiling_face_with_hearts::smiling_face_with_hearts: Aku tidak memainkan ps turi ae :smiling_face_with_hearts::smiling_face_with_hearts:
"jujur haechan adalah salah satu bias saya di nct setelah sepuluh tahun jadi mengapa ada tren seperti ini adalah haechan yang diperlakukan tidak adil atau tidak ramah oleh hiburan sm, tolong nctzen menjelaskan mengapa tren ini ada",Positif,sejujurnya haechan adalah salah satu bias saya di nct setelah sepuluh tahun jadi mengapa ada tren seperti ini apakah haechan diperlakukan tidak adil atau tidak baik oleh sm entertainment tolong nctzen jelaskan mengapa tren ini ada
apapun urusanya kita bw santuy aj:yawning_face:,Netral,"apa pun masalahnya, kita santai saja:yawning_face:"
jam selai terlalu banyak berpikir,Negatif,macet macet terlalu banyak berpikir
"chan, saya punya tugas yang harus diselesaikan segera, bahkan ini sudah lewat waktu. tapi saya malas melakukannya .. apa yang harus saya lakukan? haruskah saya mengundurkan diri? #스테이 위크",Netral,"chan, aku punya tugas yang harus segera diselesaikan, padahal sudah lewat batas waktu. tapi aku terlalu malas untuk mengerjakannya.. apa yang harus kulakukan? apa aku harus resign? #스테이 위크"
capek banget gue sama asahi :loudly_crying_face::loudly_crying_face: pokoknya hpbd my naksir!; & lt; 3,Negatif,"Aku sangat lelah dengan Asahi :loudly_crying_face::loudly_crying_face: omong-omong, gebetanku adalah hpbd!; &amp; lt; 3"
"2020 berisi: januari, februari, pandemi, kehilangan jati diri, dihancurkan ekspektasi, sakit dan patah hati, kecemasan, ketidakamanan, depresitapi berikan tangan tangan diri sendiri, karena pada akhirnya",Negatif,"Tahun 2020 berisi: Januari, Februari, pandemi, kehilangan identitas, harapan yang hancur, rasa sakit dan patah hati, kecemasan, ketidakamanan, depresi, tetapi berikan dirimu bantuan, karena pada akhirnya"
kami bahkan tidak bersama lagi :clown_face:,Negatif,kita bahkan tidak bersama lagi :clown_face:
kak crush dan beristri :slightly_smiling_face:,Netral,kakak naksir dan menikah :slightly_smiling_face:
kalo udh ada vid nya tolong tag ya bestie takut ketinggalan,Netral,"Kalau ada videonya tag sahabat kalian ya, takut ketinggalan"
"latihan februari, saya benar -benar menghabiskan satu bulan untuk teman -teman kecil ini, sekitar 30 menit sehari karena pekerjaan lain dan hal lain, tapi hei ... ini sangat membuat ketagihan :grinning_squinting_face:",Positif,"latihan bulan Februari, saya benar-benar menghabiskan waktu sebulan untuk benda-benda kecil ini, sekitar 30 menit sehari karena pekerjaan lain dan sebagainya, tapi hei... ini sangat membuat ketagihan :grinning_squinting_face:"
alangkah baiknya jika orang benar -benar membawa saya sebagai teman dan bukan alat untuk mewujudkan hal -hal,Negatif,Akan menyenangkan jika orang-orang benar-benar menganggapku sebagai teman dan bukan alat untuk membuat sesuatu terjadi
"berenang dengan **** paus atau gurano bintang di kwatisore nabire bay, papua yang juga masih merupakan bagian dari area taman nasional cenderawasih bay adalah pengalaman yang berharga karena ini adalah salah satu tempat di mana **** paus paling umum ditemui sepanjang tahun. yang luar biasa",Positif,Berenang bersama kotoran paus atau star gurano di teluk kwatisore nabire papua yang juga masih masuk dalam kawasan taman nasional teluk cenderawasih merupakan pengalaman yang berharga karena di tempat ini merupakan salah satu tempat kotoran paus paling banyak ditemukan sepanjang tahun yang sangat luar biasa
pagi yg santuy,Positif,pagi yang santai
"kepada orang yang selalu membawa kegembiraan dan kebahagiaan, selamat ulang tahun cinta:red_heart: hari ini kita merayakan perjalananmu, kita merayakanmu. kamu bersinar bahkan lebih cerah setiap tahun. anda adalah jenis jiwa yang pantas mendapatkan semua warna paling cerah dan semua hal paling terang yang ditawarkan kehidupan-",Positif,"untuk seseorang yang selalu membawa kebahagiaan dan kegembiraan, selamat ulang tahun cinta:red_heart: hari ini kita merayakan perjalananmu, kita merayakanmu. kamu bersinar lebih terang setiap tahun. kamu adalah tipe jiwa yang pantas mendapatkan semua warna paling cerah dan semua hal paling cerah yang ditawarkan kehidupan-"
"puncak masih jd trending topik aja ini :face_with_tears_of_joy: penyembuhan niatnya, malah jd pening",Negatif,Puncak masih jadi trending topik :face_with_tears_of_joy: niatnya mau sembuh malah pusing
semua crush gw yg cewe alias anjir lah,Negatif,"semua gebetanku adalah perempuan, alias sialan"
lebih memikirkan sm yang kewalahan sodaraan ga? :face_with_head-bandage:,Netral,pikirkan lebih lanjut tentang saudara-saudari yang kewalahan? :face_with_head-bandage:
"the lost in translate adalah nyata:pleading_face: saya bahkan tidak bisa mengerti ketika ppl berbicara ""dayak melayu"" di sini.",Netral,yang hilang dalam terjemahan itu nyata :pleading_face: saya bahkan tidak mengerti ketika orang berbicara &quot;dayak melayu&quot; di sini.
"""lama kelaman orang akan malas romantis karena takut dikira galau, malas peduli karena takut dikira kepo, malas mendetail takut dikira rempong, malas berpendapat karena dikira curhat:prohibited:"" _ sujewo tejo",Negatif,"&quot;Pada akhirnya orang akan malas romantis karena takut dianggap orang yang sedang bersedih, malas peduli karena takut dianggap orang yang kepo, malas detail karena takut dianggap orang yang cerewet, malas berpendapat karena dianggap orang yang suka mengoceh :prohibited:&quot; _sujewo tejo"
"hahaha lagi ngetawain sipaling rill, penolakan koar-koar, bim, jaya jaya jaya kalian di mana? ciee memhibur diri",Negatif,"hahaha aku ketawa sendiri, teriak2 nolak, bim, kamu dimana, Jaya Jaya Jaya? Ciee menghibur diri"
"entah bagaimana kami selalu menggambarkan sejarah sebagai serangkaian kesalahan orang, kesalahan anda. dan itu tentu saja tak terhindarkan, karena kemuliaan rakyat kita akan dikecualikan dari sejarah, itu akan menjadi bagian dari sesuatu yang lain. penemuan ilmiah akan menjadi sains, ...",Netral,"entah bagaimana kita selalu menggambarkan sejarah sebagai serangkaian kesalahan manusia, kesalahan Anda. dan itu tentu saja tidak dapat dihindari, karena kejayaan bangsa kita akan terabaikan dari sejarah, ia akan menjadi bagian dari sesuatu yang lain. penemuan-penemuan ilmiah akan menjadi ilmu pengetahuan, ..."
pemborosan berkedok healing khintil,Negatif,limbah berkedok penyembuhan khintil
tuhkan yol jadi terlalu banyak berpikir sendiri kan lo. kepo sih,Negatif,"Lihat, Yol, kamu terlalu banyak berpikir sendiri, ya? Kamu sangat usil."
dan dia menganggap serius pekerjaannya bahwa bahkan setelah 800 tahun dia masih ingat bagaimana jubah xielian,Positif,dan dia serius dengan pekerjaannya sehingga bahkan setelah 800 tahun dia masih ingat bagaimana jubah xielian terlihat
dewasa tanpa stres dan terlalu banyak berpikir itu adalah mimpiku !!,Netral,tumbuh tanpa stres dan berpikir berlebihan adalah impianku!!
jujur saya tidak tahu apa yang harus saya lakukan. kurang ngaca keknya haruus beli dulu deh hrhrhrh bedul bngt :loudly_crying_face:,Negatif,"jujur aku gak tau harus gimana. aku gak liat ke cermin, kayaknya aku harus beli sesuatu dulu hrhrhrh parah banget :loudly_crying_face:"
ini di serial asli baru sekali tihat udah bikin gue kepo. thriller genre-nya gitu ya? kayanya seru. bakal mantengin nih,Positif,"Pertama kali saya melihat ini di serial aslinya, saya jadi penasaran. Itu genre thriller, kan? Agak seru. Saya akan terus menontonnya"
ketika hasil medcheck buruk dan menjadi kecemasan tinggi karena janji temu dokter masih pada hari selasa.,Negatif,ketika hasil pemeriksaan medis buruk dan menjadi sangat cemas karena janji dengan dokter masih hari Selasa.
"biarkan itu menjadi kak, ambil lagu yang menyedihkan, dan buat lebih baik, berbahagialah dengan :upside-down_face: :upside-down_face: yang berlebihan",Negatif,"biarlah sis, ambilah lagu yang sedih, dan buatlah lebih baik, berbahagialah dengan yang berlebihan :upside-down_face: :upside-down_face:"
taon baru gue lapaaaaaaaarrr bestie,Netral,Tahun baru aku lapar sahabat
malam thn baru pada kemana bestie?,Netral,"Kamu di mana pada malam tahun baru nanti, sahabat?"
bisa ga wisuda diundur dulu? jujurly belum siap pisa sama yang lain :loudly_crying_face::loudly_crying_face::loudly_crying_face:,Negatif,"apakah wisudanya bisa diundur dulu? jujur saja, saya belum siap wisuda bersama yang lain :loudly_crying_face::loudly_crying_face::loudly_crying_face:"
yuuk spill jawabanmu,Netral,Ayo bagikan jawabanmu
begini cara makhluk ini menikmati hidup. goreng garing provokasi di medsos bahagia menikmati yg kain terbakar gosong sarik healing. modal rasa kecewa pecewa memang efektif. sadis:double_exclamation_mark:,Negatif,beginilah cara makhluk ini menikmati hidup. gorengan garing provokasi di media sosial senang menikmati kain gosong sarik kesembuhan. modal rasa kecewa kecewa memang manjur. sadis:double_exclamation_mark:
"salah sendiri ga kasih kabar, ditinggal staycation aja :zany_face:",Negatif,"Ini salahku sendiri karena tidak memberi kabar, aku hanya pergi berlibur :zany_face:"
mereka membuat sosok menteri 'muda' dan 'milenial' berbicara untuk mempengaruhi orang untuk menghentikan kebencian mereka di k0minfo wkwkwk itu kami bukan badut bahkan pak sandi tampak bagus,Negatif,mereka menjadikan sosok menteri &#39;muda&#39; dan &#39;milenial&#39; itu berbicara untuk mempengaruhi masyarakat agar menghentikan kebencian mereka di kementerian komunikasi dan informasi wkwkwk kami bukan badut bahkan pak sandi pun terlihat baik
mencapai agak rendah tapi apapun :penguin:,Netral,mencapai sedikit rendah tapi terserah :penguin:
"giliran di indo kagak ada yg ngajak maen, oiyaya lg covid ya. padahal mah bisa staycation. emang si punya temen sih gue wkwk",Negatif,"Giliran aku di Indonesia, nggak ada yang ngajak main, oh iya, lagi Covid nih. Padahal aku bisa staycation. Aku punya temen kok hahaha"
jujur lebih mendukung rachel venny sama okin jadi bestie dari pada baliika seperti yang netizen mau. bener2 udah paling cocok jadi bestie banget sih drpd hrs balikan dan nyakitin satu serim,Negatif,Jujur aja gue lebih dukung Rachel Venny sama Okin jadi sahabatan daripada balikan kayak yang netizen bilang. Lebih cocok jadi sahabatan daripada balikan terus saling menyakiti terus menerus
"status pedagang di kontak w salty abis karena fpi bubar :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: ku selalu mengikuti setiap sepak terjangmu, ukhti. status jualan maupun status kebangsaan.",Netral,status pedagang di kontak w salty abis soalnya fpi bubar :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: Aku selalu ngikutin gerak gerikmu ukhti. status penjualan dan status kewarganegaraan.
gapapa ga dikabarin asal kamu jelas lagi ngapain berarti kamu seharian mau kerja smpe malam pun ga apa. ga bakal aku ganggu asal bilang dulu jarang cemburu buta krna akul sllu berpikir positif wkw aku kl ketumu lngsung nempel dan clingy af kek perangko :frowning_face::face_with_tears_of_joy:,Netral,"gak papa gak ngasih tau asal jelasin apa yang lagi dikerjain, maksudnya kerja seharian sampe malem, gak papa. Gak akan ganggu asal kamu cerita duluan kalo aku jarang cemburu soalnya aku selalu berpikiran positif wkwk kalo ketemu orang aku langsung deket sama dia dan clingy kayak perangko :frowning_face::face_with_tears_of_joy:"
"jujurly, ikhlas sii :rolling_on_the_floor_laughing: cuma emang bener, kalau allah bilang tidak walaupun dh berjuang selama apapun tetap gak jodoh butaa :upside-down_face:",Positif,"sejujurnya, dengan tulus :rolling_on_the_floor_laughing: tapi memang benar, kalau Tuhan berkata tidak, sekuat apapun kamu berjuang, kamu tetap bukan belahan jiwa, kamu buta :upside-down_face:"
menjadi sepenuhnya vaxxed pasti memiliki manfaatnya.,Positif,Mendapatkan vaksin lengkap pasti ada manfaatnya.
haha iya gua mah yaaa gua tau ko. makasih udh di sadarin,Negatif,"haha ya, aku tahu. Terima kasih telah memberitahuku."
kenapa overhinking selalu datang?,Negatif,Mengapa berpikir berlebihan selalu datang?
"nah, jam segini masih terlalu banyak berpikir permasalanahan di lingkungan keluarga. :crying_face: gak fokus aja mau ngapa*in.",Negatif,"Wah, jam segini masih banyak banget yang mikirin masalah di lingkungan keluarga. :crying_face: Aku jadi nggak bisa fokus sama apa yang aku lakuin."
"jujur, laki -laki bgt nyalain gps di medsos .. apalagi twitter. memposting di ig, komenny di twitter (tidak ada tag tp ai tahu) ada ppl aneh di medsos.",Negatif,"sejujurnya, lelaki sangat mengaktifkan GPS di media sosial.. terutama Twitter. memposting di IG, berkomentar di Twitter (tanpa tag tetapi saya tahu) ada orang aneh di media sosial."
"ada cat ngelahirin dirumah, dan ini anak nya. emak nya meninggal ga lama ni anak gedean, di urus sama tetangga tapiah dikasih makanan. akhir nya tiap hari gua kasih foran sisa nasi tim anak gua, jadi clingy abis anak nya yaallah. laki gua gamau melihara, tiap kerumah",Netral,"Kucing melahirkan di rumah, dan ini anaknya. Ibunya meninggal belum lama ini dan dia sudah besar, dia dirawat oleh tetangga tetapi dia diberi makan. Akhirnya setiap hari saya memberi anak saya seporsi nasi sisa, jadi anak itu menjadi manja, ya ampun. Suami saya tidak mau menjaganya, setiap kali dia pulang"
untuk kepemilikan saya yang paling berharga dan orang yang paling menghargai kita. dari rahim anda hingga hatimu. itu adalah tempat terbaik bagi kami dan akan selalu selamanya meskipun anda jauh dari kami. selamat ulang tahun untukmu mama bear :red_heart::partying_face: smoga umur panjang & amp; sehat slalu :smiling_face_with_halo:,Positif,untuk hartaku yang paling berharga dan orang yang paling menyayangi kita. dari rahimmu hingga hatimu. itu adalah tempat terbaik untuk kita dan akan selalu begitu selamanya meskipun kau jauh dari kami. selamat ulang tahun untukmu mama beruang :red_heart::partying_face: semoga kau panjang umur dan sehat selalu :smiling_face_with_halo:
"naksir selebriti saya sejak sekolah menengah pertama, sekarang, dan selamanya :hibiscus::red_heart: semangat terus kk jo",Positif,"selebriti yang aku suka sejak SMP, sekarang, dan selamanya :hibiscus::red_heart: tetap semangat kk jo"
ndang mari poo terlalu banyak berpikir e: ((,Negatif,ndang ayo poo jangan kebanyakan mikir e:((
"seharusnya hari ini gue udah di madagaskar! tapi ya mau gimana lagi ya 'positif' lagi, bahkan tho ga ada gejala apa2. saya tidak tahu tentang covid-19 dan omicron lagi. semoga cepet2 negatif deh ya :( aminnnn",Positif,"Seharusnya saya berada di Madagaskar hari ini! Tapi apa boleh buat, saya &#39;positif&#39; lagi, padahal saya tidak punya gejala apa pun. Saya tidak tahu lagi tentang covid-19 dan omicron. Semoga saya segera negatif :( aminnnn"
ft. verona 1-1 juventus. bahkan di verona setelah tujuan ronaldo disamakan oleh barak.,Netral,ft. verona 1-1 juventus. bahkan di verona setelah gol ronaldo disamakan oleh barak.
halo 2021:waving_hand: saya berharap tahun ini akan lebih baik dan lebih besar bagi kita semua di seluruh dunia :sparkling_heart::sparkling_heart:,Positif,halo 2021:waving_hand: semoga tahun ini lebih baik dan lebih besar untuk kita semua di seluruh dunia :sparkling_heart::sparkling_heart:
akhir taun dirutup delan tidak aman dan terlalu banyak berpikir,Negatif,akhir tahun ditutup dengan rasa tidak aman dan terlalu banyak berpikir
"mereka benar -benar mengatakan ""kami bermuda line""",Netral,mereka benar-benar mengatakan &quot;kami adalah garis bermuda&quot;
"""penyembuhan dalam hitungan waktu, tetapi kadang -kadang juga masalah kesempatan."" - hippocrates @ unit luka bakar basa plastik rshs",Netral,"&quot;Penyembuhan adalah masalah waktu, tetapi terkadang juga masalah kesempatan.&quot; - hippocrates @ unit luka bakar dasar plastik rshs"
enak bgt deeptalk,Positif,obrolan mendalam yang sangat bagus
"ada kalanya yang susah bukan melawan orang lain, melainkan melawan dan mengendalikan pikiran sendiri, yang gak ada hentinya menyerang dengan hal hal berujung overthinking dan stressfisik keliatanya gapapatapi babak babak babak babak babak babak",Negatif,"Ada kalanya hal tersulit bukanlah melawan orang lain, tetapi melawan dan mengendalikan pikiran sendiri yang tidak pernah berhenti menyerang dengan hal-hal yang berujung pada overthinking dan stres fisik. Kedengarannya wajar saja, tetapi pada akhirnya, ..."
d4dj viral karena meme :face_with_tears_of_joy: tapi gue tetep lebih suka bandori sih hhe game sementara rhythm paling populer sekarang itu proseka,Netral,d4dj viral gara-gara meme :face_with_tears_of_joy: tapi ane tetep lebih suka game bandori sedangkan game rhythm yang paling populer sekarang adalah proseka
tumpahkan caranya punya pacar,Netral,tumpahan cara punya pacar
"ini hanya keistimewaan, berhenti terlalu banyak berpikir dan bangun! anda bisa melakukannya dengan lebih baik dan saya akan merangkul diri sendiri sayang",Positif,"ini hanya sebuah keistimewaan, berhentilah berpikir terlalu banyak dan bangunlah! kamu bisa melakukan yang lebih baik dan aku akan memeluk diriku sendiri sayang"
pulu kampung niatnya penyembuhan liat sawah ijo ijo malah sawahnya lg dikanen :neutral_face:,Positif,"pulau desa, niatnya mau sembuh, liat sawah hijau, tapi malah sawahnya yang dipanen :neutral_face:"
"bukan mau berpatokan, tapi kalo si nita blm lamaran mh masih sanuy aja:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Netral,"Aku tak ingin jadi patokan, tapi kalau perempuan belum melamar, ya sudahlah, dia tetap saja bersedih:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
sistem dukungan :black_heart:,Positif,sistem pendukung :black_heart:
hbd :bouquet::birthday_cake::clinking_glasses: girl crush roxie vs sexy roxie :black_heart::black_heart::black_heart: #티파니우리 의 마음 을 강타 하다,Positif,hbd :bouquet::birthday_cake::denting_glasses: girl crush roxie vs sexy roxie :black_heart::black_heart::black_heart: #티파니우리 의 마음 을 강타 하다
jangan memikirkannya *cermin,Netral,jangan pikirkan itu *cermin
staycation,Netral,liburan di hotel
"kok bisa ""nya sih pada komen asal di lapak ginian:pleading_face:",Negatif,Kok di komentar asli di stan ada yang begini:pleading_face:
semangat bestie dan adik:red_heart:,Positif,sahabat dan semangat saudara:red_heart:
aneh bgt ni orng. emng gabole suami istri staycation di hotel? keknya dan gak pernah stemat staycation ya,Negatif,Orang ini aneh banget. Apa mungkin suami istri bisa staycation di hotel? Kayaknya mereka belum pernah staycation sebelumnya ya?
bismillah hari berikutnya adalah november. bulan lagi tujuan lain kebahagiaan lain yang terlalu banyak berpikir dan neraka lain untuk dilalui.,Netral,"Bismillah, hari berikutnya adalah November. Bulan yang lain, tujuan yang lain, kebahagiaan yang lain, pikiran yang berlebihan yang lain, dan neraka yang lain untuk dilalui."
"baca baca komenan postingan yg imbalan diri setelah gajian malah jadi terlalu banyak berpikir gue, beli barang/holiday ampe puluhan belasan juta, penasaran gue mereka kuliah dimana? kerja apa? lingkungan bagemana? mereka backround? anak siapa? temenna siapa? diasuh seperti apa?",Negatif,"membaca komentar pada postingan yang memberi hadiah pada diri sendiri setelah dibayar malah membuatku berpikir terlalu banyak, membeli barang/liburan dengan harga puluhan juta, aku heran mereka kuliah di mana? Pekerjaan apa? seperti apa lingkungannya? apa latar belakangnya? anak siapa? siapa temanmu? seperti apa didikan mereka?"
aku bahkan tidak bisa menangis .....,Negatif,Aku bahkan tidak bisa menangis.....
"siapa sebenarnya yang disebut ""ahli"" ini?",Negatif,Siapakah sebenarnya yang disebut &quot;para pakar&quot; ini?
"meskipun anda tidak mempercayai saya lagi, saya tidak akan berhenti peduli pada anda, saya masih memperhatikan anda dari jauh.",Positif,"Sekalipun kau tak percaya lagi padaku, aku takkan berhenti peduli padamu, aku akan tetap memperhatikanmu dari jauh."
harus berlari ke rumah kosong pagi ini dan mendapatkan perusahaan pengeboran sumur air yang saya sewa mulai mengebor sumur. pasokan pdam sekarang tidak dapat diandalkan di sekitar mertanadi dan kontraktor memulai renovasi di sana minggu depan,Netral,harus berlari ke rumah kosong pagi ini dan menghubungi perusahaan pengeboran sumur air yang saya sewa untuk mulai mengebor sumur. pasokan air sekarang tidak dapat diandalkan di sekitar mertanadi dan kontraktor akan memulai renovasi di sana minggu depan
artis sejati di pemenang sebenarnya,Netral,seniman sejati dalam pemenang sejati
"fase move on di bikin nyamaaan ————— udah udah dilupain semua, sekarang fase move on karna dia udah tunangan dimula :) majanya makin kepo makin sakit.",Negatif,"fase move on itu bikin suasana jadi nyaman ————— udah lupa semua, sekarang fase move on baru mulai karena dia udah tunangan :) Perasaan dia makin lama makin jengkel dan makin sakit."
"udah yuk overfinking nya waktunya istirahat, inget besok harus nguli lagi :)",Negatif,"Ayolah, jangan terlalu banyak berpikir, saatnya istirahat, ingat kita harus bekerja lagi besok :)"
penyembuhan dengan revitalisasi,Positif,penyembuhan dengan revitalisasi
jadi kepo kan,Netral,jadi penasaran kan
bintaro ga disebut kecuali yang soal stasiun nah 2 stasiun kereta di sana sama sekali tidak lebih buruk dari bsd apalagi alsut bener2 tergantung ke toll :face_with_tears_of_joy: secara harfiah kalo ga ada toll waraf alsut n bsd bakal bakal,Netral,"Bintaro tidak disebutkan kecuali stasiunnya, yah 2 stasiun kereta disana tidak lebih buruk dari BSD, khususnya Alsut, yang sangat bergantung pada jalan tol :face_with_tears_of_joy: secara harfiah kalau tidak ada jalan tol, Waraf, Alsut dan BSD akan menjadi"
"saya sangat merindukan momen ini, bahkan saya telah melakukan berkali -kali selama saya bekerja di saudiah airlines selama dua tahun.",Positif,"Saya sungguh merindukan momen ini, bahkan saya telah melakukannya berkali-kali selama dua tahun bekerja di Saudi Airlines."
mari menabung bestie,Netral,ayo selamatkan sahabat
penyembuhan terbaik adalah pelukan ibu cuma bisa berdoa semoga pelukan ini bisa selalu ada tanpa pernah hilan atuu diambil alih eh eh orang lain,Positif,"penyembuhan terbaik adalah pelukan seorang ibu, aku hanya bisa berdoa semoga pelukan ini selalu ada tanpa pernah hilang atau diambil alih oleh orang lain"
"bestie lemesss, pulkam gak bonceng ayang beb:smiling_face_with_tear:",Negatif,"sahabatku lemah, pulang tanpa diantar oleh kesayanganku:smiling_face_with_tear:"
"masih kalem, karena photobook nya hoshi, nanti kalo tiba shua jun minghao bonon jeonghan seungcheol yg muncul baru pusing deh gw bukannya gk sayang hoshi yaaa tp yg pgn dibeli kayaknya lebih pilih yg bias+bias wreckers aja kalo koleksi mah",Netral,"Gue sih kalem aja, soalnya ini photobooknya Hoshi, nanti pas Shua Jun Minghao dateng, Bonon Jeonghan Seungcheol muncul deh, pusing deh, bukannya gue nggak cinta sama Hoshi, tapi kayaknya yang mau gue beli itu yang bias+bias wreckers buat koleksi gue."
"saya benar -benar hanya berteriak 3 kali, maaf ibu dan ayah jika saya begitu keras",Negatif,"Aku cuma teriak 3 kali sih, maaf ya mama papa kalau aku teriak sekeras itu"
bus naik ke arah surabaya jadi inget dulu pernah belain nyamperin mantan crush ke surabaya .. jadi kangen :( dia sekarang kabarnya gimana ya,Negatif,bisnya jalan ke arah Surabaya jadi inget dulu aku pernah bela mantan gebetanku dan pergi ke Surabaya... kangen sama dia :( gimana kabarnya sekarang?
"namanya juta kulen, yang dah niat ""dapetnya zonk, giliran yang santuy"" dapet jawaban dari sana sini dapet bagus ehe",Positif,"namanya juga sejuta kulen, yang ada niat &quot;kena zonk giliran si santuy&quot; dapat jawaban sana sini, dapet yang bagus ehe"
santuy di pantuy,Positif,bersantai di pantai
antri bestie,Netral,antri sahabat
"aku berdoa buat temenku yg hampir tiap hari nemenin naksir telponannya, semoga dia ga diphp. dah itu aja",Positif,"Doaku untuk sahabatku yang hampir setiap hari menemani gebetannya di telpon, semoga dia tidak tertipu. Itu saja"
"beberapa motorsport journo sebenarnya sibuk mendiskusikan hal -hal yang tidak mereka pahami sama sekali, bahkan dalam bahasa satir. mengambil masalah dengan hukum dan aturan agama dari negara lain. mengapa anda tidak merenungkan apa yang telah dilakukan orang barat [atau pemerintah] terhadap semenanjung? :face_with_hand_over_mouth:",Netral,"beberapa jurnalis olahraga bermotor malah sibuk mendiskusikan hal-hal yang sama sekali tidak mereka pahami, bahkan dalam bahasa satir. mempermasalahkan hukum dan aturan agama negara lain. mengapa Anda tidak merenungkan apa yang telah dilakukan orang-orang Barat [atau pemerintah] terhadap semenanjung? :face_with_hand_over_mouth:"
main-main. tidak bisa melakukan vokal menggunakan synth choir sebagai gantinya :penguin:,Netral,main-main. tidak bisa melakukan vokal menggunakan paduan suara synth sebagai gantinya :penguin:
