Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,texten,backtranslated_tweet
2948,mau staycation di akhr tahun bgt HAHA,want to staycation at akhr for the year haha,Mau Staycation Di Akhr Tahun Bgt Haha,Netral,mau staycation di akhr tahun bgt haha,mau staycation di akhr tahun bgt haha,I'm going to have a staycation at the end of the year haha
2585,Ketika lu udh tw bakal macet tp tetep maksain buat healing kwkwkwkww https://t.co/1tRI13ZJeT,"When you have been jammed, I will still make it a healing for Kwkwkwkww https://t.co/1 trri13zjet",Ketika lu udh tw bakal macet tp tetep maksain buat penyembuhan kwkwkwkww https://t.co/1tri13zjet,Negatif,ketika lu udh tw bakal macet tp tetep maksain buat healing kwkwkwkww,ketika lu udh tw bakal macet tp tetep maksain buat healing kwkwkwkww,when you're already on tw it'll get stuck but you'll still try to heal it hahaha
412,Aneh deh setiap gue overthinking sm dia dan ngerasa cape sm semua kelakuan dia tapi pas ketemu tuh gua ngerasa dia sayang bgt sm gua. Racun anjg,It's strange every time I overthinking him and feels tired of all his behavior but when I meet I feel he loves me. Poison Anjg,Aneh deh setiap gue terlalu banyak berpikir Sm dia dan ngerasa cape sm semua kelakuan dia tapi pas ketuMu tuh gua nggerasa dia sayang bgt sm gua. Racun Anjg,Negatif,aneh deh setiap gue overthinking sm dia dan ngerasa cape sm semua kelakuan dia tapi pas ketemu tuh gua ngerasa dia sayang bgt sm gua. racun anjg,aneh deh setiap gue overthinking sm dia dan ngerasa cape sm semua kelakuan dia tapi pas ketemu tuh gua ngerasa dia sayang bgt sm gua. racun dan jg,"It's strange every time I overthink with him and feel tired of all his behavior, but when I meet him, I feel like he really loves me. poison and so on"
3583,"Pergi healing, pulang anjing https://t.co/ym0KlV6DOh","Go healing, home dog https://t.co/ym0klv6doh","Penyembuhan Pergi, Pulu Anjing https://t.co/ym0klv6doh",Negatif,"pergi healing, pulang anjing","pergi penyembuhan, pulang anjing","go healing, go home dog"
2813,"Makin nambah umur, makin menikmati waktu curhat malam2 sama Tuhan. Tuhan itu bestie banget lah buat aku.... 🤗🤗🤗🤗","The more age, the more enjoying the time to confide in the night with God. God is really bestie for me .... 🤗🤗🤗🤗","MAKIN NAMBAH UMUR, MAKIN MENIKMATI Waktu CURHAT MALAM2 SAMA Tuhan. Tuhan itu bestie banget lah buat aku .... 🤗🤗🤗🤗",Positif,"makin nambah umur, makin menikmati waktu curhat malam2 sama tuhan. tuhan itu bestie banget lah buat aku.... :smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands:","makin nambah umur, makin menikmati waktu curhat malam2 sama tuhan. tuhan itu bestie banget lah buat aku.... :smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands:","The older you get, the more you enjoy spending time talking to God at night. God is really my bestie.... :smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands:"
1878,I dont even have energy to get mad 😮‍💨,I dont even have energy to get mad 😮‍💨,Saya bahkan tidak punya energi untuk marah 😮‍💨,Negatif,i dont even have energy to get mad :face_exhaling:,aku bahkan tak punya tenaga untuk marah :face_exhaling:,I don't even have the energy to be angry :face_exhaling:
4179,Staycation di hutan.. Gua tiap di hari hutan... Gua prefer makan mie aceh atau mcd deh bareng kamu,Staycation in the forest ... I every day on the forest day ... I prefer to eat Aceh noodles or MCD with you,Staycation Di Hutan .. Gua Tiap di Hari Hutan ... Gua Preferensi Makan Mie Aceh Atau McD Deh Bareng Kamu,Negatif,staycation di hutan.. gua tiap di hari hutan... gua prefer makan mie aceh atau mcd deh bareng kamu,staycation di hutan.. gua tiap di hari hutan... gua lebih suka makan mie aceh atau mcd deh bareng kamu,staycation in the forest... every forest day... I'd rather eat Acehnese noodles or McD with you
2228,"Jadilah Tetap Sejuk meski ditempat yang panas, Tetap tenang meski di terpa badai yang hebat, TETEP NARSIS BEN DISAWANG PANGGAH MANIS 😃😃😃  Epribade is ping de 💕  #pink @ Kapal Bandar Latte https://t.co/R5rDGJkS7c","So it remains cool even in a hot place, Stay calm even though in a great storm, Still Narcissistic Ben Sisawang Sweet Panggah 😃😃😃  Epribade is Ping De 💕  #pink @ dealer latte https://t.co/r5rdgjks7c","Jadilah Tetap Sejuk Meski Ditempat Yang Panas, Tetap Tenang Meski Di Terpa Badai Yang Hebat, Tetep Narsis Ben Disawang Panggah Manis 😃😃😃  Epribade adalah ping de 💕  #pink @ Kapal bandar latte https://t.co/r5rdgjks7c",Positif,"jadilah tetap sejuk meski ditempat yang panas, tetap tenang meski di terpa badai yang hebat, tetep narsis ben disawang panggah manis :grinning_face_with_big_eyes::grinning_face_with_big_eyes::grinning_face_with_big_eyes: epribade is ping de :two_hearts: #**** kapal bandar latte","jadilah tetap sejuk meski ditempat yang panas, tetap tenang meski di terpa badai yang hebat, tetep narsis ben disawang panggah manis :grinning_face_with_big_eyes::grinning_face_with_big_eyes::grinning_face_with_big_eyes: epribade is ping de :two_hearts: #**** kapal bandar latte","stay cool even in a hot place, stay calm even in a strong storm, still be narcissistic ben disawang panggah sweet :grinning_face_with_big_eyes::grinning_face_with_big_eyes::grinning_face_with_big_eyes: epribade is ping de :two_hearts: #**** Kapal Bandar Latte"
1168,"Even tho we got both sides of statement, we still don't know the exact details abt what happened behind the scenes. SO  @cubeunited ,@MBC_entertain &amp; esp all of the production teams in that song are all in this together, they all should be held responsible. #ATEEZDESERVESBETTER","Even Tho We Got Both Sides of Statement, we still don't know the exact details ABT what happened behind the scenes. So @cubeunited, @mbc_entepain & amp; Esp all of the production teams in that song are all in this together, they all should be held responsible. #AteezDeservesbetter","Bahkan kami mendapat kedua sisi pernyataan, kami masih tidak tahu detail yang tepat apa yang terjadi di balik layar. Jadi @cubeunited, @mbc_enttain & amp; ESP semua tim produksi dalam lagu itu semuanya bersama -sama, mereka semua harus bertanggung jawab. #AteEzdeservesBetter",Netral,"even tho we got both sides of statement, we still don't know the exact details abt what happened behind the scenes. so , &amp; esp all of the production teams in that song are all in this together, they all should be held responsible.","Meskipun kami mendapat pernyataan dari kedua sisi, kami masih belum mengetahui detail pasti tentang apa yang terjadi di balik layar. jadi, &amp; khususnya semua tim produksi dalam lagu itu semuanya terlibat bersama-sama, mereka semua harus bertanggung jawab.","While we have statements from both sides, we still don't know the exact details about what happened behind the scenes. so, &amp; especially all the production team in the song are all involved together, they all have to be responsible."
4661,udahhh kangennn lg woyyy wkwk bestie 24/7 😬 . . . #iamwearingklamby  #karyaasliklamby  #klambykaryaindonesia  #annisklambyloyalcustomer  #lifewithklamby  #klambystyleinspo  #klambyfamily @ Wearing Klamby https://t.co/7ifCSVAGiS,Already miss lg woyyy wow Bestie 24/7 😬 . . . #iamwearingklamby #KaryAasliklamby #klambykaryaindonesia #annynishlambyloyalcustomer #lifewithklamby #klambystyleinspo #klambyfamily @ wearing klamby https://t.co/7ifcsvagis,udahhh kangennn lg woyyy wkwk Bestie 24/7 😬 . . . #iamwearingklamby #Karyaasliklamby #KlambyKaryaindonesia #AnNisklambyLoyalCustomer #LifeWithKlamby #KlambyStyleInspo #klambyfamily @ mengenakan klllam https://t.co/7ifcsvagis,Positif,udahhh kangennn lg woyyy wkwk bestie 24/7 :grimacing_face: . . . @ wearing klamby,udahhh kangennn lg woyyy wkwk bestie 24/7 :meringis_wajah: . . . @ memakai klamby,I miss you already wow wow bestie 24/7 :face_cringing: . . . @ wearing klamby
3766,"Salah dua film kesayangan sepanjang masa, ‘While You Were Sleeping’ dan ‘Enchanted,’ bakal tayang di @DisneyPlusID mulai November! Aaak! https://t.co/m0rMepyUce","One of the two favorite films of all time, 'While You Were Sleeping' and 'Enchanted,' will air on @disneyplusid starting November! Aaak! https://t.co/m0rmepyuce","Film Salah dua Kesayangan Sepanjang Masa, ‘Saat Anda sedang tidur’ Dan ‘Enchanted,’ Bakal Tihat di @Disneyplusid Mulai November! Aaak! https://t.co/m0rmepyuce",Positif,"salah dua film kesayangan sepanjang masa, ‘while you were sleeping' dan ‘enchanted,' bakal tayang di mulai november! aaak!","salah dua film kesayangan sepanjang masa, ‘ While You Were Sleeping’ dan ‘Enchanted’, akan tayang di mulai November! aaak!","one of the two favorite films of all time, 'While You Were Sleeping' and 'Enchanted', will be shown starting November! ugh!"
974,Di ghosting customer ternyata lebih sakit daripada di ghosting ama crush😔,At Ghosting Customer turned out to be more painful than ghosting ama crush😔,Di Pelanggan Ghosting Ternyata Lebih Sakit Daripada Di Ghosting Ama Crush😔,Negatif,di ghosting customer ternyata lebih sakit daripada di ghosting ama crush:pensive_face:,di ghosting customer ternyata lebih sakit daripada di ghosting ama crush:pensive_face:,Ghosting a customer turns out to be more painful than ghosting a crush: pensive_face:
3921,Selfi healing saat hati hancur apa sih 🥲 https://t.co/OqEs8sjLYr,Selfi Healing When the Heart is Ruined What Is 🥲 https://t.co/oqes8sjlyr,Selfi Healing Saat Hati Hancur apa Sih 🥲 https://t.co/oqes8sjlyr,Negatif,selfi healing saat hati hancur apa sih :smiling_face_with_tear:,selfi healing saat hati hancur apa sih :smiling_face_with_tear:,selfie healing when your heart is broken what is it :smiling_face_with_tear:
462,Are u want healing gysss??,Are u want healing gysss ??,Apakah kamu ingin menyembuhkan gysss ??,Netral,are u want healing gysss??,apakah kamu ingin kesembuhan gysss??,do you want healing gysss??
2751,"Live just for once, glory we have to gain While we are young, we will carry on Stay on the line even it's full of pain Never break up, we will rest when we are dead","Live just for once, glory we have to gain While we are young, we will carry on Stay on the line even it's full of pain Never break up, we will rest when we are dead","Hidup hanya untuk sekali, kemuliaan yang harus kita peroleh Saat kami masih muda, kami akan melanjutkan Tetap di telepon bahkan penuh rasa sakit Jangan pernah putus, kita akan beristirahat saat kita mati",Positif,"live just for once, glory we have to gain while we are young, we will carry on stay on the line even it's full of pain never break up, we will rest when we are dead","hidup hanya sekali saja, kejayaan harus kita raih semasa muda, kita akan terus bertahan meski penuh kesakitan tak pernah putus, kita akan beristirahat saat kita mati","we only live once, we must achieve glory while we are young, we will continue to survive even though we are full of pain, never break, we will rest when we die"
4835,"When you know why you like someone, it's a crush. When you have no reason or explanation, it's love.","When you know why you like someone, it's a crush. When you have no reason or explanation, it's love.","Ketika Anda tahu mengapa Anda menyukai seseorang, itu adalah naksir. Ketika Anda tidak memiliki alasan atau penjelasan, itu adalah cinta.",Positif,"when you know why you like someone, it's a crush. when you have no reason or explanation, it's love.","ketika kamu tahu kenapa kamu menyukai seseorang, itu adalah naksir. ketika Anda tidak memiliki alasan atau penjelasan, itulah cinta.","when you know why you like someone, it's a crush. when you have no reason or explanation, that's love."
4519,"This is too much, i haven't even get to watch johnny's rc today or even greet ten happy birthday","This is too much, I haven'T even get to watch johnny's rc today or even greet ten happy birthday","Ini terlalu banyak, saya bahkan belum bisa menonton Johnny's RC hari ini atau bahkan menyapa sepuluh selamat ulang tahun",Negatif,"this is too much, i haven't even get to watch johnny's rc today or even greet ten happy birthday","ini keterlaluan, aku bahkan belum sempat menonton rc Johnny hari ini atau bahkan mengucapkan selamat ulang tahun kepada sepuluh orang","this is too much, I haven't even gotten to watch Johnny's rc today or even wish ten people a happy birthday"
2882,"Margin Trading Platform in BSC 😍 First AMM-Based Decentralized Margin Trading on it! This is what we waiting for! Already in Beta Test! And its token is $LEV, which is scheduled for IDO on #BSCPAD at May 3rd. Letsgoo! @BSCPad @LeverNetwork #LEV $BSCPAD","Margin Trading Platform in BSC 😍 First AMM-Based Decentralized Margin Trading on It! This is what we wait for! Already in beta test! And its token is $ lev, which is scheduled for ido on #Bscpad at May 3rd. Letsgoo! @Bscpad @levernwork #lev $ bscpad","Platform Perdagangan Margin di BSC 😍 Perdagangan margin terdesentralisasi berbasis AMM pertama! Inilah yang kami tunggu! Sudah dalam tes beta! Dan tokennya adalah $ LEV, yang dijadwalkan untuk IDO di #BSCPAD pada 3 Mei. Ayo! @BSCPAD @Levernetwork #lev $ bscpad",Netral,"margin trading platform in bsc :smiling_face_with_heart-eyes: first amm-based decentralized margin trading on it! this is what we waiting for! already in beta test! and its token is $lev, which is scheduled for ido on at may 3rd. letsgoo! $bscpad","platform perdagangan margin di bsc :smiling_face_with_heart-eyes: perdagangan margin terdesentralisasi berbasis amm pertama di dalamnya! ini yang kita tunggu! sudah dalam uji beta! dan tokennya adalah $lev, yang dijadwalkan untuk ido pada tanggal 3 Mei. ayo pergi! $bscpad","margin trading platform on bsc :smiling_face_with_heart-eyes: the first amm based decentralized margin trading in it! this is what we are waiting for! already in beta testing! and the token is $lev, which is scheduled for ido on may 3rd. Let's go! $bscpad"
4262,sumpah ternyata crush gue dari zaman maba ternyata sempro hari ini🥲,I swear it turns out that my crush from the freshman era turned out to be Sempro today🥲,Sumpah Ternyata Crush Gue Dari Zaman Maba Ternyata Sempro Hari Ini🥲,Netral,sumpah ternyata crush gue dari zaman maba ternyata sempro hari ini:smiling_face_with_tear:,sumpah ternyata crush gue dari zaman maba ternyata sempro hari ini:smiling_face_with_tear:,I swear it turns out that my crush from freshman time turned out to be hot today: smiling_face_with_tear:
3925,Semakin mngerti knapa orang bkerja itu pda mngeluh dan butuh healing krena job descnya nambah tapi gajinya ndak,The more you understand why people work on and need healing because the job desc is adding but the salary is not,Semakin Mngerti Knapa Orang Bkerja Itu Pda Mngeluh Dan Butuh Penyembuhan Kena Pekerjaan Descnya Nambah Tapi Gajinya Ndak,Negatif,semakin mngerti knapa orang bkerja itu pda mngeluh dan butuh healing krena job descnya nambah tapi gajinya ndak,semakin banyak knapa orang bkerja itu pda mngeluh dan butuh healing krena job descnya nambah tapi gajinya ndak,More and more why do people who work complain and need healing because the job description is increasing but the salary is not
3383,Otw kab serang urusan kerjaan sambil santuy sunday funday 🎼,OTW Kab Serang Work Affairs while Santuy Sunday Funday 🎼,OTW KAB Serang Urusan Kerjaan SAMBIL SANUY SINGLY FUNDay 🎼,Positif,otw kab serang urusan kerjaan sambil santuy sunday funday :musical_score:,otw kab serang urusan kerjaan sambil santuy sunday funday :musical_score:,"Otw Serang Regency, work matters while relaxing, Sunday Funday :musical_score:"
3077,mood swing sekali,very mood swing,swing swing sekali,Negatif,mood swing sekali,mood swing sekali,Very mood swings
2514,"Kenapa harus cari kambing hitam sih anehnya, yg cuma dugaan doang Even Sadio Mane aja bisa gagal di peluang ini kok wkwk apalagi Dewangga https://t.co/VzyVAuVDKB","Why do you have to find a scapegoat strangely, which is just a suspicion Even Sadio Mane can fail in this opportunity, how come, especially Dewangga https://t.co/vzyvauvdkb","Kenapa Haru Cari Kambing Hitam Sih Anehanya, Yg Cuma Dugaan Doang Bahkan Sadio Mane Aja Bisa Gagal Di Peluang Ini Kok Wkwk Apalagi Dewangan Https://t.co/vzyvauvdkb",Negatif,"kenapa harus cari kambing hitam sih anehnya, yg cuma dugaan doang even sadio mane aja bisa gagal di peluang ini kok wkwk apalagi dewangga","kenapa harus cari kambing hitam sih anehnya, yg cuma dugaan doang malah sadio mane aja bisa gagal di peluang ini kok wkwk apalagi dewangga","Why do you have to look for a scapegoat? It's strange, it's just a guess, even if it's sad, no one can fail at this opportunity, hey, let alone Dewangga."
4455,"The more I work in a media agency, the more I can tell which “viral content” is a campaign content https://t.co/8kSlV2KzYw","The more I work in a media agency, the more I can tell which ""viral content"" is a campaign content https://t.co/8kslv2kzyw","Semakin banyak saya bekerja di agen media, semakin saya tahu “konten viral” mana yang merupakan konten kampanye https://t.co/8kslv2kzyw",Netral,"the more i work in a media agency, the more i can tell which “viral content” is a campaign content","semakin saya bekerja di sebuah agensi media, semakin saya bisa membedakan “konten viral” mana yang merupakan konten kampanye","the more I work at a media agency, the more I can distinguish which “viral content” is campaign content"
3691,Random banget ya hari ini.  Healing dadakan sama mas ustad😂,Very random today. Healing impromptu with mas ustad😂,Banget acak ya Hari ini. Menyembuhkan Dadakan Sama Mas Ustad😂,Netral,random banget ya hari ini. healing dadakan sama mas ustad:face_with_tears_of_joy:,acak banget ya hari ini. kesembuhan dadakan sama mas ustad:wajah_dengan_air mata_kegembiraan:,It's really random today. Ustadz's sudden healing: face_with_tears_joy:
4834,"When you go would you even turn to say "" i dont love you like i did yesterday?","When you go wild you even turn to say ""I Dont Love You Like I Did Yes?","Ketika Anda pergi, apakah Anda akan berbalik untuk mengatakan, ""Aku tidak mencintaimu seperti yang aku lakukan kemarin?",Negatif,"when you go would you even turn to say "" i dont love you like i did yesterday?","ketika kamu pergi apakah kamu malah berbalik dan berkata "" aku tidak mencintaimu seperti yang aku lakukan kemarin?","When you leave do you turn around and say ""I don't love you like I did yesterday?"
1937,I prefer this Korean pure quality https://t.co/I9jSc8GZMv,I prefer this korean Pure Quality https://t.co/i9jsc8gzmv,Saya lebih suka bahasa Korea ini Kualitas murni https://t.co/i9jsc8gzmv,Positif,i prefer this korean pure quality,saya lebih suka kualitas murni Korea ini,I prefer this pure Korean quality
1001,"dipikirin gak dipikirin, ujung ujungnya tetep overthinking","I think about it, The tip is still overthinking","Dipikirin Gak Dipikirin, Ujung Ujungnya Tetep terlalu banyak berpikir",Negatif,"dipikirin gak dipikirin, ujung ujungnya tetep overthinking","dipikirin gak dipikirin, ujung titik tetep overthinking","If you think about it, don't think about it, at the end of the day you're still overthinking"
2291,"jimin you are cute, funny, good with everyone, you also love the people around you, you are really the best for Army. stay focused on your career don't care about the people who put you down , because we love you Stay strong, Jimin 💜💜💜 #jiminyouareperfect https://t.co/6XW1pfuvNh","Jimin you are cute, funny, good with everyone, you also love the people around you, you are really the best for army. Stay focused on your career don't care about the people who put you down, because we love you stay strong, jimin 💜💜💜 #jiminouneperfect https://t.co/6xw1pfuvnh","Jimin Anda lucu, lucu, baik dengan semua orang, Anda juga mencintai orang -orang di sekitar Anda, Anda benar -benar yang terbaik untuk tentara. Tetap fokus pada karier Anda tidak peduli dengan orang -orang yang menjatuhkan Anda, karena kami mencintai Anda tetap kuat, Jimin 💜💜💜 #jiminyouareperfect https://t.co/6xw1pfuvnh",Positif,"jimin you are cute, funny, good with everyone, you also love the people around you, you are really the best for army. stay focused on your career don't care about the people who put you down , because we love you stay strong, jimin :purple_heart::purple_heart::purple_heart:","jimin kamu imut, lucu, baik dengan semua orang, kamu juga mencintai orang-orang di sekitarmu, kamu benar-benar yang terbaik untuk tentara. tetap fokus pada karirmu jangan pedulikan orang yang merendahkanmu, karena kami mencintaimu tetaplah kuat, jimin :purple_heart::purple_heart::purple_heart:","jimin you are cute, funny, good with everyone, you also love the people around you, you are really the best for the army. stay focused on your career, don't care about people who put you down, because we love you, stay strong, Jimin :purple_heart::purple_heart::purple_heart:"
479,"asas praduga tak bersalah harus dijunjung oleh siapapun demi menjaga citra, hak dan martabat orang.https://t.co/hx2r4rGkLm","The principle of presumption of innocence must be upheld by anyone in order to maintain the image, rights and dignity of people.https: //t.co/hx2r4rgklm","Asas Praduga Tak Bersalah Haru Dijunjung Oleh Siapapun Demi Menjaga Citra, Hak Dan Martabat Orang.https: //t.co/Hx2R4RGKLM",Netral,"asas praduga tak bersalah harus dijunjung oleh siapapun demi menjaga citra, hak dan martabat orang.","asas praduga tak bersalah harus dijunjung oleh siapapun demi menjaga citra, hak dan martabat orang.","the principle of presumption of innocence must be upheld by anyone in order to protect the image, rights and dignity of people."
4680,Untung maju mundur staycation wat long weekend ga jdi. Ternyata tutup buku taun ini ga libur 😭  Kerjo terngoyo dari hari senin sampe saiki. Puncak e saiki karena besok setengah hari tok,"Fortunately, back and forth Staycation Wat Long Weekend ga jdi. It turns out that the closed book is not a day off 😭  Kerjo joked from Monday to Saiki. Peak e saiki because tomorrow half a day tok",Untung Maju Mundur Staycation Wat Long Weekend Ga Jdi. TERNYATA TETUP BUKU TAUN INI GA LIBUR 😭  KERJO Terngoyo Dari Hari Senin Sampe Saiki. Puncak E Saiki Karena Besok Setengah Hari Tok,Negatif,untung maju mundur staycation wat long weekend ga jdi. ternyata tutup buku taun ini ga libur :loudly_crying_face: kerjo terngoyo dari hari senin sampe saiki. puncak e saiki karena besok setengah hari tok,untung maju mundur staycation wat long weekend ga jdi. ternyata tutup buku taun ini ga libur :loudly_crying_face: kerjo terngoyo dari hari senin sampe saiki. puncak dan saiki karena besok setengah hari tok,"Luckily the long weekend staycation didn't happen. It turns out that closing the books this year doesn't have a holiday :loudly_crying_face: Work has been rocking from Monday until Sunday. peak and climb because tomorrow is a half day, okay?"
4031,Sing kate tarung petek ee opo samean bestie? eh brodie 😭 https://t.co/0zoMLJaSnv,Sing Kate Tarung Petek Ee Opo Samean Bestie? eh brodie 😭 https://t.co/0zomljasnv,Sing Kate Tarung Petek Ee Opo Seuse Bestie? Eh Brodie 😭 https://t.co/0zomljasnv,Netral,sing kate tarung petek ee opo samean bestie? eh brodie :loudly_crying_face:,nyanyikan kate tarung petek ee opo samean bestie? eh brodie :loudly_crying_face:,sing kate fighting petek ee or what samean bestie? eh brodie :loudly_crying_face:
1996,I'm literally dying😭 Apadayaku cm rakyat jelata yg ttp butuh duid 😭 nggak paham lg mo nangis https://t.co/pxrfOV8Bgy,"I'm Literally Dying click What is my converted people who need a duid 😭 Don't understand again, cry https://t.co/pxrfov8bgy",Saya benar -benar sekarat😭 Apadayaku cm rakyat jelata yg ttp butuh duid 😭 nggak paham lg mo nangis https://t.co/pxrfov8bgy,Negatif,i'm literally dying:loudly_crying_face: apadayaku cm rakyat jelata yg ttp butuh duid :loudly_crying_face: nggak paham lg mo nangis,aku benar-benar sekarat:loudly_crying_face: apadayaku cm rakyat jelata yg ttp butuh duid :loudly_crying_face: gak paham lg mo nangis,I'm really dying :loudly_crying_face: what am I like as a commoner who still needs money :loudly_crying_face: I don't understand why you're crying
42,"""New Year, New Salary, New Journey, New Boss, New Overthinking, New Problems"" https://t.co/KrOPxrcFaq","""New Year, New Salary, New Journey, New Boss, New Overthinking, New Problems"" https://t.co/kropxrcfaq","""Tahun Baru, Gaji Baru, Perjalanan Baru, Bos Baru, Overinking Baru, Masalah Baru"" https://t.co/kropxrcfaq",Negatif,"""new year, new salary, new journey, new boss, new overthinking, new problems""","""tahun baru, gaji baru, perjalanan baru, bos baru, overthinking baru, masalah baru""","""new year, new salary, new journey, new boss, new overthinking, new problems"""
491,asyar bestie .,Asyar Bestie.,Bestie Asyar.,Netral,asyar bestie .,sahabat asyar.,Ashar's friend.
3666,"Proud to be watching this father and son love, even though you're giving him som tough love. He made it. Congrats @Garydwayne https://t.co/8Y09k3AIrT","Proud to be watching this father and son love, even though you're giving him som tough love. He made it. Congrats @garydwayne https://t.co/8y09k3irt","Bangga menonton cinta ayah dan anak ini, meskipun Anda memberinya cinta yang kuat. Dia berhasil. Selamat @GaryDwayne https://t.co/8y09k3airt",Positif,"proud to be watching this father and son love, even though you're giving him som tough love. he made it. congrats","Bangga melihat cinta ayah dan anak ini, meskipun Anda memberinya cinta yang kuat. dia berhasil. selamat","Proud to see this father and son love, even though you gave him tough love. he succeeded. Happy"
4135,Spill mornin playlist kalian dong gais. https://t.co/MUTOvtXoyY,Spill Mornin Playlist please Gais. https://t.co/mutovtxoyy,Daftar Putar Mornin Mornin Kalian Dong Gais. https://t.co/mutovtxoyy,Netral,spill mornin playlist kalian **** gais.,tumpah pagi playlist kalian **** gais.,spilled your morning playlist **** guys.
3294,"Nothing lasts forever, even cold november rain","Nothing Lasts Forever, Even Cold November Rain","Tidak ada yang bertahan selamanya, bahkan hujan November yang dingin",Netral,"nothing lasts forever, even cold november rain","tidak ada yang bertahan selamanya, bahkan hujan bulan November yang dingin","nothing lasts forever, even the cold November rain"
4919,"Wounds are not ""approval"" to bleed on people who didnt cut you.   Those wounds need to be healed, so you can stop pour the anger to anyone that cost relationship, friendship - in any form. Self healing is a powerful practice of self love, universal love, and compassion.","Wounds are not ""Approval"" to bleed on people who are cut you.  Those Wounds Need to Be Healed, So You Can Stop Pour The Anger to Anyone That Cost Relationship, Friendship - In Any Form. Self healing is a powerful practice of self love, universal love, and compassion.","Luka bukan ""persetujuan"" untuk berdarah pada orang -orang yang tidak memotong Anda.  Luka -luka itu perlu disembuhkan, sehingga Anda dapat berhenti menuangkan kemarahan kepada siapa pun yang biaya hubungan, persahabatan - dalam bentuk apa pun. Penyembuhan diri adalah praktik cinta diri yang kuat, cinta universal, dan belas kasih.",Positif,"wounds are not ""approval"" to bleed on people who didnt cut you. those wounds need to be healed, so you can stop pour the anger to anyone that cost relationship, friendship - in any form. self healing is a powerful practice of self love, universal love, and compassion.","luka bukanlah “persetujuan” untuk menumpahkan darah pada orang yang tidak melukaimu. luka-luka itu perlu disembuhkan, agar kamu bisa berhenti menumpahkan amarah pada siapapun yang mengorbankan hubungan, persahabatan - dalam bentuk apapun. penyembuhan diri adalah praktik cinta diri, cinta universal, dan kasih sayang yang ampuh.","wounds are not “consent” to shedding blood on someone who has not harmed you. those wounds need to be healed, so that you can stop taking out anger on anyone who sacrifices relationships, friendships - in any form. self-healing is a powerful practice of self-love, universal love, and compassion."
4214,Staycation.. https://t.co/HFXVogmQNs,Staycation .. https://t.co/hfxvogmqns,Staycation .. https://t.co/hfxvogmqns,Netral,staycation..,liburan di hotel..,holiday in hotel..
674,bgstttttt w di cht crush 😵😵😵😵,BGSTTTTTTT W IN CHT CRUSH 😵😵😵😵,bgstttttt w di cht crush 😵😵😵😵,Positif,bgstttttt w di cht crush :face_with_crossed-out_eyes::face_with_crossed-out_eyes::face_with_crossed-out_eyes::face_with_crossed-out_eyes:,bgstttttt dengan naksir :wajah_dengan_mata_silang::wajah_dengan_mata_silang::wajah_dengan_mata_silang::wajah_dengan_mata_silang:,bgstttttt with a crush :face_with_cross_eyes::face_with_cross_eyes::face_with_cross_eyes::face_with_cross_eyes:
1880,"I even didnt have any intention to get this album. But, i got it finally! Thanks @drumbrisix for the offline GA. Wish you all the best! 💕 https://t.co/f2u8h5nvei","I even didnt have any intention to get this album. But, I got it finally! Thanks @drumbrisix for the offline or not. Wish you all the best! 💕 https://t.co/f2u8h5nvei","Saya bahkan tidak punya niat untuk mendapatkan album ini. Tapi, akhirnya saya mendapatkannya! Terima kasih @Drumbisix untuk GA offline. Semoga tercapai segala yang terbaik untukmu! 💕 https://t.co/f2u8h5nvei",Positif,"i even didnt have any intention to get this album. but, i got it finally! thanks for the offline ga. wish you all the best! :two_hearts:","Aku bahkan tidak punya niat untuk mendapatkan album ini. tapi, akhirnya aku mendapatkannya! terima kasih untuk ga offlinenya. semoga tercapai segala yang terbaik untukmu! :dua_hati:","I didn't even have any intention of getting this album. but, finally I got it! Thank you for not going offline. I wish you all the best! :two_hearts:"
3198,New adventures are around the corner.  Happy New Year !  #Repost @bothieboba.id @ Sampit https://t.co/0U8fMmsg4k,New Adventures are around the Corner.  Happy New Year!  #Repost @ balhieboba.id @ sampit https://t.co/0u8fmmsg4k,Petualangan baru sudah dekat.  Selamat Tahun Baru !  #Repost @ nottieboba.id @ sampit https://t.co/0u8fmmsg4k,Positif,new adventures are around the corner. happy new year ! .id @ sampit,petualangan baru sudah dekat. selamat tahun baru ! .id @ sampit,New adventures are just around the corner. Happy New Year ! .id @ sampit
