cleaned_tweet,label,backtranslated_tweet
"akun ini aku gunakan sebagai tempat dimana aku bisa misuh dan sambat tanpa aturan. apa2 yang aku unggah bisa jadi cerita tentang hal yang lumrah dialami oleh orang2 labil,masalah sehari hari, dan manusia overthinking yang butuh rangkulan. .halo warganet",Netral,"I use this as a place where I could misuh and sambat without rules. apa2 yang aku tidak bisa jadi cerita tentang hal yang lumrah diaku oleh orang2 labil, masalah sehari-hari, dan manusia berpikir berlebihan yang membutuhkan rangkulan. . halo warganet"
main hp tetapi gak liatin upload an status orang itu self healing ku...,Positif,But there's nothing I can upload status to...
"bukan ""kerja,kerja,tipes"" tapi ""kerja,kerja,self healing"" gt weh terus ampe pas lihat dompet ""kok seret ya?"" jawab sendiri ""oh ya kan kemaren self healing"" :grinning_squinting_face:",Negatif,"Not ""work, work, type"" but ""work, work, penyembuhan diri"" gt we keep on seeing the dompet ""kok seret ya?"""
self healing terbaik adalah baca al qur'an,Positif,The best way to read the Quran is to read the Quran.
"ponakan sy ini cowok kelas 6 sd tp masih takut bgt sendirian, kalo ditinggal sendirian di suatu ruangan pasti teriak langsung lari, even kita ada di ruangan yang sama. kalau tidur pun dia minta dipepet, dipeluk dan dipegang tangannya. maybe he has some kind of trauma?",Negatif,"I have a son and a daughter in the sixth grade but I'm still scared of being alone. If I'm left alone in a room, I'm going to run straight away."
"lieur mikiran tiket mah , mending healing lah :airplane:",Positif,"Lieur Mikiran ticket mah , fix the penembuhan lah: aircraft:"
gek piyeee spill turun bb dalam sebulan **** moasssss :smiling_face_with_tear::smiling_face_with_tear::face_holding_back_tears::face_holding_back_tears:,Netral,I'm not sure if I'm going to be able to get a good look at the pictures.
"serius nanya, apa yg mo kalian lakukan klo tiba"" di gang ketemu sama mantan crush berpapasan sambil bawa anaknya :face_with_hand_over_mouth::grinning_face_with_sweat:",Netral,"Seriously, what are you doing when you get to the gang?"
"perfect lie. pretend we're fine, even just for a moment",Negatif,"You're lying, we're fine, even just for a while."
"memang twitter yang paling bisa nerima tumpahan curhat. ketika sosmed lain buat overthinking, ini twitter malah nemuin orang yang senasib overthinking nya. tenaaang",Positif,I'm not sure what I'm thinking. I'm not sure what I'm thinking.
entah berapa ajakan dah w “liat nanti” in buat weekend ini alias lg introvert bgt senin-jumat literally ketemu banyak orang udahan. apalagi kl mainnya ke mall lagi ke mall lg rasanya kek diajak ke kantor tauga,Negatif,I don't know how many people I've seen this weekend. I'm going to see a lot of people in the mall.
"""i think he got the point""rest in peace, sean.",Netral,"""I think he understands"" Rest in peace, Sean."
literally me :,Netral,In other words:
"“hidupku seputar overthinking, kesepian &amp; bekerja""",Negatif,I'm not going to be able to do this.
aku mutusin buat sadar buat berhenti overthinking di thn 2020 dan dibantu sama dia diakhir tahun.“thats how u trust your self and let her help you up from lake because ur drowning”,Positif,I have to realize to stop thinking too much in 2020 and help you with the last year.
"we just need break for a while dear, don't push yourself",Netral,"We just need to rest a while, baby, don't push yourself"
"kesimpulan dri""overthinking"" mlm ini ngerenung untuk ngejalanin tahun 2021:check_mark_button: bismillah bisa yok bisa:upside-down_face:",Positif,"Kesimpulan Dri ""pemikiran berlebihan"" mlm ini adalah untuk menjalankannya tahun 2021:check_mark_button: bismillah bisa yok bisa: up-down_face:"
denial bgt sih lo dasar generasi boomer gamau kalah sama millenial &amp; gen z wkwkwkwk,Negatif,Penolakan bgt sih lo dasar generasi booming gamau kalah sama millennial &amp; gen z wkwkwkwk
"hello and everyone concerned. we are tired of always reporting about such malicious and baseless defamation,only for you to turn around and do nothing. kindly take down the whole channel &amp; promptly do the same with others!",Negatif,"Hello and all the people involved. we always report about the evil and not the bad, just for you to talk and not do anything. Please download the entire channel &amp; quickly do the same thing with the other people!"
"kayak yang gausah kepo kehidupan orang, urus hidupmu sendiri.",Negatif,"Kayak yang gausah kepo kehidupan orang, urus hidupmu sendiri."
kamu bilang info healing terus keluar sama temen temen pas pulang malah main valo,Netral,Kamu bilang info penyembuhan keep going out sama teman teman pas pulang malah main valo
"yeayyy besok mudik nengok kampung 3 hr aja, sisanya you know lah wkwkwkwkwk let's make it fun yun kan staycation...",Positif,Yesyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
ingin staycation tapi belom gajihan :'),Negatif,I want to stay on vacation but I haven't had enough:')
prefer 𝙟𝙤𝙨𝙞𝙚 to 𝙟𝙤𝙟𝙤,Netral,I prefer Josie to Jojo.
"sebagai orang yang hampir ga pernah komenin orang, sekalinya dikomenin kok masuk ke hati ya. overthinking dan overfeeling (?) :rolling_on_the_floor_laughing:",Negatif,"As orang yang almost never comment orang, sekalinya dikomenin kok masuk ke hati ya. thinking excessive dan terlalu merasa (?):rolling_on_the_floor_laughing:"
literally buka app google langsung muncul. ga ngerti lagi gw,Netral,"I mean, I'm not sure."
assalamualaikum this person is not being vaccinated for umroh so the vaccine card he has probably fake.:folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone:,Netral,Assalamu'alaikum orang ini tidak divaksinasi untuk umroh jadi kartu vaksin yang dia miliki mungkin palsu.:folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone:
erdogan mampir di kk26 yukk lagi santuy nich,Netral,Erdoğan mampir di kk26 yukk lagi santoy nich
"yaelah mentalita kandang, cocok wes lek dadi bestie ne arema :face_with_hand_over_mouth:",Negatif,"Yaelah Mentalitas Kandang, matches with West lek dadi beste ne arema:"
an appreciation tweet for our 's vocal while singing kind on iu's palette yesterday: king kibum's part compilation.,Positif,A tweet of appreciation for our vocal while I remember the song-lagu di palet yesterday:
kyud bngt bestie gw setaan:pleading_face::pleading_face: lets cheers for more years together w ungu ijo:face_blowing_a_kiss::face_blowing_a_kiss:,Positif,I'm not sure if I'm going to be able to get the best of my life.
"orang"" mah healing jalan"" aku makan bakso :relieved_face::relieved_face:",Positif,"Orang-orang ""mah penyembuhan jalan"" is my bakso:"
mari kita ovt bestie,Negatif,Mari kita ovt bestie
"lol, donghae is an actor, mc, singer, model, dancer, business man, even he is just breathing his money flowing, don't forget he is a songwriter and composer who gets royalties all the time, he even collects cars like dolls :loudly_crying_face: the funny thing he mention jeno in his work too :face_with_tears_of_joy:",Positif,"lol, donghae is an actor, MC, penyanyi, model, penari, entrepreneur, even he is the only one who gets his money flowing, don't forget he is a songwriter and composer who gets royalties all the time, he even collects mobile like a doll:"
"anjaaay, anaknya teh santuy pisaan:cat_with_tears_of_joy:",Netral,"Anjaaay, son teh santo pisaan:cat_with_tears_of_joy:"
"bandara supadio, maju satu langkah dengan menerapkan transaksi non tunai untuk pembayaran parkir. siapkan saldo elektronik-mu bestie.",Netral,"Bandara Supadio, go one step by implementing non-cash transactions for parking payment."
kangen staycation lagi :face_with_rolling_eyes::grinning_squinting_face:,Positif,I'm not sure what I'm doing.
"seharian ini mood swing bgt. paginya mager, males gerak:upside-down_face: siangnya pas nyuci piring nangis, sorenya kek ngerasa pengen mukul orang:relieved_face:, malamnya bahagia banget dan sekarang larut malam kesel banget nggak tau sama siapa:expressionless_face:",Negatif,"I'm not sure who I am, but I'm not sure who I am. I'm not sure who I am."
"meh to the point ning durung dinei kesempatan nggo ngomong, angel",Negatif,"I'm not going to say anything, Angel."
"selamat tahun baru 2021. 2020 is hard, yet we can still survive. if we can handle 2020, we definitely can handle 2021 even better! stay positive and jesus bless you.",Positif,"Happy New Year 2021. 2020 is tough, but we can still survive. If we can handle 2020, we must be able to handle 2021 better again!"
at one point albert ate the smart smart devil fruit,Netral,One day Albert ate a bunch of smart demons
kalo mau bahagia jangan prnh iri dan kepo sama kebahagian org lain,Positif,If you want to be happy don't try to go and keep me from leaving
mental healing...,Positif,I'm not going to be able to get you out of my mind.
"if you can't respect, don't even open your mouth. racism is not an opinion",Negatif,"If you can't respect me, don't even open your mouth."
banyak yang tanya sama chipmin “kapan nih ki (ciptadana) jadi uw (underwriter) ipo lagi? yang kepo bisa aja langsung mampir ke youtube channel ci kuy :backhand_index_pointing_down_light_skin_tone:,Netral,Many yang ask sama chipmin kapan nih ki (ciptadana) so uw (underwriter) ipo lagi? yang kepo bisa aja langsung mampir ke youtube channel ci kuy: backhand_index_pointing_down_light_skin_tone:
"""kok lu makan dessert doang?""""i eat whatever, die whenever""",Negatif,"""I'm eating apa saja, mati kapan saja"""
kayanya emg crush gue adminnya,Netral,I think I'm going to crush him.
why is everyone around me is homophobic and misogynist,Negatif,Why are all the people around me homophobic and misogynist?
tokyo revengers really made up to take care the final arc even tho the climax has already passed big salute for the author!,Positif,Tokyo Avengers really made me want to keep the last busur even though klimaks have passed salute big for the writer!
"sebenernya masnya ini udah terkenal banget sampe luar negri, dan mereka pun bilang kalo masnya ini kadang “ngawur” kalo ngajarin. ya intinya, mau belajar ngomong enggres ga harus sampe kaku banget, asal lawan bicaranya ‘get the point' sama2 ngerti kan selesai.",Negatif,"I'm not sure if I'm going to be able to teach English, but I'm sure I'll be able to learn English."
"crush tiba2 ngomong ""aku main sama yg lain aja dari pada kmu yang kurusak"", terharu sih:pleading_face:, tpi pengen teriak aja kita tuh sama2 rusak anjir :smiling_face_with_tear: tpi bingung ngomongnya kek mna :rolling_on_the_floor_laughing:",Negatif,"crush tiba2 says ""aku main sama yang lain aja dari pada kmu yang kurusak"", terharu sih:pleading_face:, tpi pengen teriak aja kita tuh sama2 rusak anjir:smile_face_with_tear: tpi bingung ngomongnya kek mna:rolling_on_the_floor_laughing:"
my bear we're so excited about their staycation that they jumped onto the bed immediately after checking in.,Positif,Beruangku kami so happy with their vacation so they jump to bed soon after check in.
"ini ada apa woy tanggal 28 juli 2021 kek nya rame bener nih dimana mana ada , siapa sih ini aminda ?? kepo anjay , baguss aminda sumbang royalti",Netral,"This is what happened on July 28th 2021 keknya baru rame bener nih dimana mana ada , siapa sih ini aminda ?? kepo anjay , baguss aminda sumbang royalti"
staycation di bulan puasa :folded_hands_light_skin_tone::smiling_face_with_halo:,Positif,Staycation in the month of fasting: lipatan_tangan_cahaya_kulit_tone:: smiley_wajah_dengan_halo:
good morning to my lovely sweetie baby bestie,Netral,Good morning to my baby
"aku gak tau siapa yg buat kata2 gini bunyi nya "" semua bisa jadi teman, tapi gak semua orang bisa di ajak deep talk""",Netral,"I don't know who made the words, but not everyone can talk deeply."
healing di pantai :cross_mark: healing di gunung :cross_mark: healing bersama fwb :cross_mark: healing di supermarket :check_mark_button:,Positif,healing on the beach: cross_mark: healing on the mountain: cross_mark: healing with fwb: cross_mark: healing in supermarket: check_mark_button:
benjolan dileher bikin overthinking btl!!!,Negatif,Benjolan said she was thinking too much about it!!!
"“no amount of guilt can change the past and no amount of anxiety can change the future.""",Netral,"There is no sense of guilt that can change the past and there is no doubt that can change the future""."
15 likes i'll confess to my crush,Netral,15 likes I will admit my love
"feeling better after mandi (dan body scrubbing), face scrubbing dan maskeran, tinggal tidur. dan overthinking.",Negatif,"I feel better after mandi, face scrubbing and masking, just sleep."
so... alain de armas (volleyball player from suntory sunbirds) is actually at the same age (01l) with scottie barnes (basketball player from toronto raptors) daaaaaamn they are so good:exploding_head::exploding_head:,Positif,So... Alain de armas is actually at his age with Scotty Barnes.
ketika deket dengan seseorang :face_with_rolling_eyes: aku : jangan baperin aku ok :face_with_tears_of_joy:,Netral,"When I'm with someone, I'm not going to be with someone."
but i feel totally lucky that i have a guide life. even it's difficult to make people understand about it all. just share and be patient.,Positif,But I feel so lucky because I have a life of guidance. It's even hard to make people understand about everything.
"my head's spinning around, thinking over that dish",Negatif,I'm going to be thinking about it.
"thank you 2020 with a tortuous story. welcome to 2021, i hope this year will be even better aamiin:party_popper::party_popper::party_popper: :waving_hand_light_skin_tone::waving_hand_light_skin_tone: @ jakarta, indonesia",Positif,"Thank you 2020 with the story yang menjengkelkan. Welcome to 2021, I hope this year will be better again aamiin:party_popper::party_popper::party_popper: :waving_hand_light_skin_tone::waving_hand_light_skin_tone: @ jakarta, indonesia"
let's play together! i created a team in candy crush saga. follow the link and join my team!,Netral,I'm making a team in Candy Crush Saga.
"ini nih kzl sama diri sendiri salah bagi waktu. harusnya santuy aja hari ini menikmati makanan yg berlimpah dan mingle, tapi yg ada kepikiran bahan presentasi buat besok belom kelar. mana tidak semudah yg kukira :loudly_crying_face:",Negatif,I'm not sure I'm going to be able to do this for a while. I'm sure I'm not going to be able to do this for a while.
"munaroh atau munarboy atau mumun atau munarman whatever lah :face_with_tears_of_joy: si boss teroris isis di tangkap densus 88 msh mikirin sendal, man..man.. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: jaga kedamaian nkri dari dan ormas intoleransi.",Negatif,"A man or a man or a woman or a man or whatever it is: face with air mata sukacita: si boss terrorist Isis di tangkap densus 88 msh mikirin sendal, man..man.: face with air mata sukacita:: face with air mata sukacita:: face with air mata sukacita: kedamaian nkr dari jaga dan ormas intolerance."
overthinking mulu tiap malem heran,Negatif,Thinking too much every afternoon
im literally tired,Negatif,I'm really lelah.
anjing jadi overthinking jgnmengadi ngadi,Negatif,I'm not going to say anything.
long wrekend dan dihabiskan dirumah saja.. kata temen self healing..ngomong ae gak ndue duit hahahhha,Negatif,Last week and day spent in the house saja.. kata teman penyembuhan diri..
"found this little dude cruisin around the reef under her boat in komodo :turtle::water_wave: . located :round_pushpin:komodo island ,labuan bajo take picture by :camera_with_flash:",Netral,"I found a little man who lived in Berlayar , near Terumbu karang , under the Perahu di Komodo ."
udaah malem buruan tidur jangan overthinking muluk,Negatif,I'm going to sleep in the morning.
tidak terkalahkan bestie,Netral,I'm not going to be the best
to be yourself is better and stay happy even thought it's simple.,Positif,Becoming myself better and staying happy even thinking it's simple.
jade definitely will win that tbs title while britt vs thunders is on the way,Netral,Jade pasti will win the title TBS while Brit vs Thunder is on the road
"idih cringe. even ini joke, tetep cringe",Negatif,"I'm scared, even if this is a joke, I'm still scared."
malam malam gini mulai overthinking ya bund,Negatif,Malam malam gini start thinking too much
"my support system. yg selalu maafin gue tanpa kapok, yaaa itu adalah keluarga:smiling_face_with_open_hands: bersyukur, dimana saat ada di suatu kondisi yg kita jg gamau ada disitu, tapi harus dilewatin dan diambil hikmahnya.",Positif,"system dukungan saya. yang selalu maafin saya tanpa kapok, yaaa itu adalah keluarga: tersenyum_wajah_dengan_buka_tangan: bersyukur, dimana saat ada dalam suatu kondisi yang kita jg gamau ada di disitu, tapi harus dilewatin dan diambil hikmahnya."
eh asik bgt keany jd bestie elmian sm ghianaaa wkwkwk,Positif,I'm not sure if I'm going to be able to do it.
but realita ga sesuai ekspektasi mereka )sorry ya bestie,Negatif,But the reality didn 't live up to their expectations .
activate your whatever,Netral,I'm not going to do anything.
"kalo kamu lagi sedih. ingat kata bapak kemarin ""semangat bestie""",Positif,"Kalo kamu lagi sedih. Remember kata bapak kemarin ""semangat bestie"""
"mental mu perlu healing, kawan.",Netral,"I need a little mental help, man."
"banyak yg tanya ga mudik ta kok malah liburan :relieved_face: sby omahku, trus ate mudik nandi. yo lek cah kae, mudik deso mergo omahe deso ga binggung piknik. aku seng anak kota sibuk piknik ke deso staycation bgsd:pleading_face::weary_face: nyakiti nya ga tanggung² klo tanya :smirking_face:",Negatif,"Many yang tanya ga mudik ta kok malah liburan: relief_face: sby omahku, trus makan mudik nandi. yo lek cah kae, mudik deso mergo omahe deso ga binggung picnic. aku seng anak kota sibuk piknik ke deso staycation bgsd:pleading_face::weary_face: nyakiti nya ga tanggung2 klo tanya:"
jungkook made our 2020 better when he do an update for us even just a word:sneezing_face::rolling_on_the_floor_laughing::raising_hands:,Positif,Jungkook makes this year 2020 better when he makes updates for us even just one word:
seru juga kalau di ingat dulu ke samarinda naik teratai malam-malam ditengah laut. kapalnya ngehempas ombak. padahal otak udah overthinking dluan wkwk. pagi-paginya masuk angin terus ada abang-abang dagang pop mie. **** waktu terlalu cepat berlalu.,Negatif,It's also fun if I remember I used to go to the Samarin and go up to the beach. I'm so excited to get back to work.
"so, what's your plan for 2021? whatever it is keep the faith and you'll make it. for me? maybe i'll go to places where i want to be, get lost and hope i'll find myself in the process. until we meet again!!! @ bekasi",Positif,"So, what are you planning for 2021? whatever it is, keep believing and you will succeed. For me? Maybe I will go to the places where I want to be, lost and hoping I will find myself in the process. Till we meet again!!! @bekasi"
"gak enak banget jadi orang yang mood swing, tiba-tiba bisa benci banget sama seseorang, tiba-tiba khawatir tanoa sebab tiba-tiba bisa happy. hidup bisa aneh dan serandom itu yaa :/",Negatif,"I'm not happy, I'm not happy, I'm not happy, I'm not happy, I'm not happy, I'm not happy, I'm not happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, I'm happy, and"
feel the world around me,Netral,Rasakan dunia di sekitarku is the only one that is alive
yang healing di puncak gimana kabarnyaaa.,Netral,Yang has made me feel better about myself.
punya adek narsis sok manis is pain in the ****,Negatif,I have a brother who is a narcissist.
play safe bestie... closingan tetap sehat... jangan malah ngeparty tapi nambah penyakit,Positif,main aman sahabat... close to staying healthy... don't even party but add disease
"she's 10, but bla bla bla blaa... come on bro, she's minor, dont u even dare !!!",Negatif,"He's 10 years old, but bla bla bla bla... come on bro, he's still a little boy, you're not even brave !!!"
habis panas2an healing dulu di klinik kecantikan :beaming_face_with_smiling_eyes:,Positif,I'm going to be a nurse in the hospital.
bestie :nail_polish::sparkles:,Positif,"The animal is a kuku, a berkilau."
selamat pagii bestie. udah pada kirim doa + nyekar ke kuburan almarhum mbah2 sodara blm nih?,Netral,Good morning sahabat. Have you been to post a prayer + newekar ke kuburan almarhum mbah2 sodara belum nih?
akhirnya staycation ~_~,Positif,Finally stayed on vacation
kendrick lamar - love while driving in the rain at 6pm under klaten city light,Netral,Kendrick Lamar - love while you're in the rain at 6am
aku tahu kalian iri bestie:OK_hand:,Negatif,I know you'll be best friends.
yang jual get contact murah dm **** wkwkw mau iseng2 siapa yang kepo sama gue,Netral,Yang jual hubungi murah dm **** wkwkw mau iseng2 siapa yang kepo sama gue
ketika mencoba untuk tidak posesif tapi otak selalu overthinking. suek,Negatif,"When I try to have nothing, my brain always thinks too much."
"i want to thank you for loving me, even in those days when i'm at my worst and thank you for bringing out all the best in me :blue_heart: @ duri, riau, indonesia",Positif,"I want to thank you for loving me, even in the worst of times I can and thank you for bringing out all the best in me:"
"bravo tni:folded_hands:, gasudi punya abdi negara **** maho lgbt atau apalah unin orang2 yang open minded.., mate2 wah to elgebete kiu peles....",Negatif,I'm not going to say anything about the new government.
gua capek overthinking lah lah lah,Negatif,I already think too much
main layangan bareng adik-adik isn't that bad tho. been a while lupa rasanya main di luar :beaming_face_with_smiling_eyes:,Positif,The main thing with the brother-in-law is not so bad.
pasar senen udah ga worth untuk thrifting. percaya aku.,Negatif,Pasar Senen is not worthy of me.
support system terbaik = diri sendiri.,Positif,I'm not sure.
coba spill alasan putus paling random yang pernah kalian alamin,Netral,Try to make excuses to quit yang paling acak yang pernah kalian alami
"mau tidur malah overthinking, susah banget njir menata hati dan pikirannya :downcast_face_with_sweat: percuma pake eye cream malam ini bsk pagi pasti mata sembab :unamused_face:",Negatif,"I want to sleep, I want to think too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep too much, I want to sleep"
"actually, it is harder to find someone who'd want to listen and not telling you what to do unless you let them. so, my hope is that all of us could have that one person who'd lend their ears when you want to share your burden. sometimes, being heard is more than enough :)",Positif,"Actually, it's harder to find someone who wants to listen and doesn't tell you what to do unless you let them. So, my hope is that we can all have one person who will listen to them when you want to share your burden."
"no crush, no love, no break up, no stress, no tension. enjoy being single",Positif,"There is no love, there is no break, there is no stress, there is no ketegangan."
anxiety attackk too early :upside-down_face:,Negatif,Attack of anxiety too dini:
keknya seharian ini bakalan dengerin nenek² pada narsis diatas panggung:face_without_mouth:,Netral,Keknya everyday this will hear grandma on the narsis on stage:
yoo seungho crush aku jaman sma :smiling_face_with_heart-eyes:,Positif,Youngho crushed aku jaman sma: smiley_wajah_dengan_hati-mata:
**** bestie ayo lihat ini kece bgt:smiling_face_with_sunglasses:,Positif,Let's see this all.
i'm in the state where i'm no afraid of being honest to the ones i cared about; it took a while for me to be able to do that but now i'm relieved that i can pass though that phase.,Positif,I'm in a country where I'm not afraid to be honest with them that I care about; it takes time for me to be able to do it but now I'm willing that I can get through that phase.
lah emg knp sih njing. kok sewot. gimanapun cara healing nya gaboleh dibilang 'sampe segininya',Negatif,I'm not going to go back to the way I was before.
"goodbye 2021 welcome the new year 2022 with the hope that in 2022 a year full of goodness sincerely, even though there always comes a bad picture for sure in the year of twins",Positif,"Congratulations 2021 Welcome to the new year 2022 with the hope that in the year 2022 the year is full of goodness with the tulus, although there is always a bad picture that will come in the twins year"
santuy,Netral,Santoi
"even at the end, woong didn't look at yumi in the slightest. :loudly_crying_face:",Negatif,"In fact, at last, Woong tidak melihat Yumi sedikitpun."
"for me, family, people around me",Netral,"For you, the family, the orang-orang around you"
"too bad all countries combined, can't even provide 6 billion.",Negatif,I can't even afford to provide 6 billion.
segala kepo kepo. kayanya gapercaya bgt wkwk,Negatif,I think it's a little too much.
"just put the money on table and give whatever solskjaer want, it is now or never.",Netral,"Just put money on the table and give whatever Solskjaer wants, it's now or never."
gatau lah inimah gatau hangover gatau overthinking pokonya pala gue puyeng mikirinnya.,Negatif,I'm not going to say anything. I'm not going to say anything.
"ladies.. if they say i'm not ready to a relationship, that's a giant red flag. they telling you today that ""i'm going to hurt you"" in case you didn't hear ""i'm going to hurt you"". do you want to get hurt? no baby you don't..",Negatif,"Women... if they say I'm not ready for a relationship, it's the red flag of the giant."
"no one, literally no one. luis nani after cutting inside goal:",Netral,Louis Nani after cutting the golden dalam:
"my passion is about makeup! such as;swatching,reviewing,promoting it on socmed. i can do it better and faster with my fav new feature single take on s20 fe, which i can take moments in different mode aimazingly with 1 shoot only!",Positif,"I could do it better and faster with my new favorite single take on the S20 Fe, which I can take moments in a different mode than just one shot!"
udah ah bobo pala gue puyeng overthinking terus,Negatif,I can think too much.
han ji pyeong denial sih loh!,Negatif,Han Ji Pyong is going to go to hell!
"love the life you live, live the life you love. beautiful place @ lembongan island - bali",Positif,"I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love"
"staycation package , make resservation to . see you!!!",Netral,"Pack up the vacation, make reservations."
mon maap narsis banget.. lagi ngerasa cakep aja hari ini hahaha,Positif,I feel very narcissistic.
kenapa baru sekarang insecure &amp; overthinking ya? lalu kemaren kemaren kemana aku?,Negatif,Why are you not thinking too much now?
"dulu kalo ketemu harga sayur atau buah murah banget senengnya bukan main, tapi sekarang ketemu harga sayur atau buah yg murah banget langsung overthinking, ini nasib petani nya gimana yak :neutral_face:",Negatif,"I was thinking about the price of vegetables and fruits, but now I'm thinking about the price of vegetables and fruits."
"to be honest, we really do need a creative cm like cazorla. it's impossible to play with our current system with 2 dm providing no support to the attacking players. even with özil coming back, he won't do much of a difference if there are no support from the midfield",Negatif,"Honestly, we really need a creative cm like Cazorla. It's not possible to play with our system right now with 2 dm don't give support to attacking players. Even with Özil back, he won't make much difference if there's no support from the middle line"
asaaaa!!!! bisa staycation lagi neeh.wkwkwk :face_with_tears_of_joy:,Positif,Asaaaa!!!! bisa staycation again neeh.wkwkwk: muka_dengan_teri_kebahagiaan:
self healing:seedling:,Positif,The following is the list of the countries of the European Union:
alhamdulillah. kelar 'staycation' rehat 10 hari dulu sebelum masuk kerjaa,Positif,I'm going to stay for 10 days before I go to work.
healing,Netral,penembuhan
harga akun tak seberapa coba spill playtime dota belom akun smurf na anjeng,Negatif,How much time do you have to spend playing?
"pilihan yang tak jauh dari jakarta dan terjangkau dengan jalan kaki menuju kebun raya bogor, istana bogor, dan tempat kuliner hanya di . pesan sekarang di",Positif,"The option is not far from Jakarta and affordable with walking paths to Kebun Raya Bogor, Istana Bogor, and places to eat only in."
"suka heran sama pendatang yg tinggal di badung yg masih nyalahin badung karena ga dapet blt. padahal bupati udh clear blg bahwa tetep bisa dapet tapi bukan yg dr kab badung melainkan dr kemensos or yg dr nasional. kab badung khusus buat yg ktp badung aja, which is masuk akal.",Negatif,They wondered that while the pendatang yang stayed in Badung who is still barulahin Badung because they do not get Bt.
nah karena memang harus memperhatikan konteks sih. mungkin mas abdul salahnya pas dia menyalahkan ekspresi yg lain dengan denial nya.,Netral,Maybe Abdul Salahnya doesn't know how to express himself with his penalty.
spill. karena gua sebenci ini sm bajingan inih,Negatif,Because I hate this is a fucking thing.
healing cenah,Netral,penembuhan
"what's the point of playing without a striker? man, we're not manchester city or barcelona. :man_facepalming_medium-light_skin_tone:",Negatif,"Man, we're not Manchester City or Barcelona."
malem nemenin bestie potong rambut :face_with_tears_of_joy:,Netral,"Afternoon, I cut my hair."
pada salty bio di clubhouse kayak linkedin. abisnya di platform itu gimana bisa ngasih atensi ke orang at the 1st time kalo nggatau backgroundnya apa?,Negatif,Back to the clubhouse kayak on Linkedin. Abyssny on the platform. How can I give attention to people for the first time if I get the background back to him?
"somehow gw tuh pengen keep contacting sama temen² lama..tapi apalah daya..ketika mereka jadi agen insurance..yg dipikiran mereka, gw adalah target operasi...bukan krn asli pengen keep contack lagi :face_with_tears_of_joy::face_with_tears_of_joy: kadang bikin aku kesal.. :face_with_tongue:",Negatif,I don't know how I want to keep in touch with my friends but sometimes they're insurance agents. I think they're targeted for surgery.
"(-) 석진오빠,지민오빠:pensive_face:oppa when will you live? i really miss you oppa:crying_face:update quickly, i even waited for you until i couldn't sleep oppa:worried_face:i feel like crying, because i miss you too much:loudly_crying_face::crying_face:i hope you are always healthy and happy oppa:smiling_face_with_smiling_eyes::purple_heart:정말 그리워요:relieved_face::folded_hands:",Negatif,"(-) 석진오빠,지민오빠: mahal_face:oppa kapan kamu akan hidup? aku sangat merindukanmu oppa: menangis_face:update cepat, aku bahkan menunggu sampai aku tidak bisa tidur oppa: khawatir_face:aku merasa ingin menangis, karena aku terlalu merindukanmu: keras_nangis_face:: menangis_face:aku berharap kamu selalu sehat dan bahagia oppa: tersenyum_face_with_smile_eyes::purple_heart:정말 kangen요:relieved_face::folded_hands:"
