cleaned_tweet,label,backtranslated_tweet
new year's eve with bestie :pile_of_poo: ciyan ga bisa join,Positif,Malam Tahun Baru with my best friend.
healing yg paling manjur… sleeping :sleeping_face::sleeping_face::sleeping_face:,Positif,I'm going to make sure that I'm not sick.
"kangen diriku yang dahulu....yang selalu ,biarlah biarlah ,apapun gak papa ,asal gusti allah ridho.... *pernahbeginjbanget,knapa akhirakhirinijaranglagi punya rasa begini ya... *peoplechange ,even the heart ,tp smg bisa bgitu lagi...",Positif,"I miss myself, I always miss you, I always miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you,"
healing kita healing :grinning_face_with_sweat:,Positif,I'm going to tell you.
around (@ batu in jawa timur w/ ),Netral,Saroba (@saroba)
"have u ever have this slight thought that eventho he said it's song that he wanted army to listen, but actually it's for himself like what if it's telling to his ex-gf/bf. idk:grinning_face_with_sweat::pleading_face: blackbear - smile again (lyrics) via",Netral,"Have you ever thought a little that if she says it's a song she wants soldiers to listen to, but actually it's for herself like how if it says to her ex-GF/BF."
mau beresin dapur sm lemari baju. bingung mulai dr mana. lalu buka hape-main candy crush-main angry bird-main pubg-scrolling twitter. ga berasa udah malem :(((,Negatif,I'm not sure what to do. I'm just going to go to the kitchen and start reading.
"the best ai writing tools &amp; assistants for better, faster writing in 2021 via even the creative area need an ai. how to keep creativities in this business. wondering mmm",Positif,"Tools to write the best &amp; assist to write the best, faster in 2021 through even creative areas need it. how to keep creativity in this business."
"2020 berhasil bikin insecure dalam hal apapun , tidur nyenyak terselimuti overthinking setiap malam",Negatif,"2020 has been successful making no security in any way , sleeping my way through the night thinking too much every night"
chills.. i am soo sad for idol honestly.. just smoking alone in the corner and somehow they need to apologize :smiling_face_with_tear: they are adult.. plus dont be worry they are healthier than any of us.. cause they are working out and eat healthy food.he might only be smoking once in a while -___-,Negatif,Chills.. I'm so sad for idola honest.. they smoke alone in the corner and somehow they need to apologize: smile_wajah_dengan_lapi: they are grown up.. plus don't worry they are healthier than all of us.. because they work and eat healthy food.
"kadang tbtb mikir, kalau tuhan gak ngasih skenario yang kaya sekarang ini, hidupku dan aku udah kaya apa ya? wkks kepo..",Netral,"Sometimes I think, if God doesn't give you a scenario, my life is already in order."
somehow i miss having a trip with you. enjoying every miles.,Positif,I'm just going to have to go on a road trip with you and enjoy every mile.
literally story orang2 isinya kembang api,Netral,"Literally, the story of oranges is about Kembang api."
anda tertypu bestie,Netral,And tertipu bestie
support system tidak ada,Negatif,system dukungan tidak ada
my support system :fire::fire::fire:,Positif,I am not a fan of the film.
healing untuk hilang,Netral,I'm going to make it to the party
dingin bgt bestie,Netral,I'm not sure.
"dear pro-,i have told you to ignore the provocative letter from ( i finally found the main point that possibly paid by other corporates to blame""electric cars""harm environment if you'll invest in indonesia",Netral,"Dear pro-saya have told you to ignore the provocative letter from (I finally found the main point that might be paid by other companies to menyalahkan""mobile electric""kerusakan lingkungan if you will invest in Indonesia"
healing :cross_mark: buang idu :check_mark::check_mark:,Netral,The Commission has decided to adopt a decision on the basis of Article 2 of the Treaty on the Functioning of the European Union.
jujurly belum sih,Netral,Jujur belum sih
"berhentilah sejenak dari overthinking. meski otak berpikir tapi hati sebenarnya telah memahaminya:double_exclamation_mark: . ingatlah bahwa waktu adalah hal yang sangat bernilai dalam hidup:double_exclamation_mark: . goodbye february, welcome march:double_exclamation_mark:",Positif,"Stop thinking too much for a while. Although the brain thinks but has actually understood it: double_exclamation_mark: . remember that time is something that is very valuable in life: double_exclamation_mark: . bye bye February, bye come March: double_exclamation_mark:"
bad liars will surely revealed true justice will be stated,Positif,pembohong jahat pasti akan mengungkapkan keadilan sejati akan dinyatakan
orang kampung mah apa² heboh yaa. abis dapet duit gak seberapa keponya minta ampun kaya pengen dikasih gitu hadeeh. pdahal gue kalo anaknya atau suaminya abis dapet rezeki nomplok nanya aja kaga apalagi sampe kepo :upside-down_face:,Negatif,Orang kampung saya apa2 heboh yaa. abis dapet duit gak berapa banyak gue minta maaf kaya pengen dikasih gitu hadeeh. pdahal gue kalo anaknya atau suaminya abis dapet rezeki nomplok nanya aja kaga apalagi sampe kepo: upside down_face:
"jarng bgt nonton film indo, kepo karena iseng liat trailernya lewat di tl youtube. eh beneran rame dan menangiiiis, endingnya jadi inget jungpal 'karena waktu, coba kamu dateng lebih awal' :loudly_crying_face::loudly_crying_face::loudly_crying_face:",Negatif,"Jarang bgt nonton film indo, kepo karena iseng lihat trailernya lewat di tl youtube. eh beneran rame dan menangiiiis, endingnya jadi inget jungpal 'karena waktu, coba kamu dateng lebih awal'"
i only pray in hijriah's new year. no offense. but i hope whatever your wish this masehi's new hear will come true :folded_hands_light_skin_tone:,Positif,I just prayed in this new year of migration. There is nothing wrong with that. But I hope whatever you wish this new month to hear will become reality:
ji woo eonnie is too pretty i love her clothes that she design like literally all of them were so cute,Positif,Ji Woo Eonnie is too pretty I like clothes that she designs like literally everything from them so sweet
ngopi sambil healing diakhir tahun lur....:smiling_face_with_smiling_eyes: . . : @ bukit waruwangi,Positif,Ngopi while menyembuhkan diakhir tahun lur....: smi_wajah_dengan_menertawakan_mata: . . .: @ bukit waruwangi
"ungie: ""do whatever you want from me""",Netral,"Ungie: ""Do what you want to do dariku"""
yes. i have crush on leonardo dicaprio and johnny depp.,Positif,I fell in love with Leonardo DiCaprio and Johnny Depp.
silahkan unfollow or block or mute or whatever you want but i wont stop to twt anything bout my boys :slightly_smiling_face::smiling_face_with_smiling_eyes:,Negatif,Please stop following or blocking or blocking or whatever you want but I won't stop to do anything about my children:
"ekspektasi : pagi"" dapet spill tausiah atau pengajian.",Netral,I'm not sure if I'm going to be able to do it.
"ya allah... kenapa sih kasih pesan nya kok kek gini... bikin overthinking aje., malming lagi nie :loudly_crying_face:.",Negatif,Why do I love you so much? I'm thinking too much.
terimakasih telah memberikan warna di tahun ini:black_heart:,Positif,Terimakasih has given color this year: black_heart:
kapan ya nggak overthinking lagiiiiii??? astagfirullahaladzim,Negatif,When you don't think too much again???
why this is appear on my timeline? even i haven't a girlfriend? twitter i'm out,Negatif,Why is this in my timeline?
ramadhan thrifting at trè coffee,Netral,Ramadan menghemat uang di Tré Café
"kante kalo dia main jadi double pivot beban tim ,kecuali dia di dm ,didukung sama 2 cm bakal santuy",Negatif,"I can 't do it if it 's the main so double pivot load team , except it 's the DM , supported by 2 cm will be santoy"
"katanya mau pejabat open minded, gimana ni libtard",Negatif,"She said to the officials with open minds, how do you not libtard"
"dua kali deep talk sama bapak, enak banget pembawaan nya. bisa nenangin :smiling_face_with_hearts:",Positif,I'm not going to talk to you about it.
gimana bisa 2020 tinggal hari ini doang perasaan baru kemarin didnt even notice sambil ngaduk dalgona,Netral,How could 2020 stay today today do I feel new yesterday even did not notice while I was doing dalgona
they call me crazy but i already claimed it even from the childhood. next season project.,Negatif,They call me crazy but I've claimed it even from childhood.
"menpora sama ketum pssi ikut narsis saat perayaan juara persis solo, moment angkat piala menjadi sedikit terganggu :face_with_tears_of_joy:",Negatif,"When I was a teenager, I was a little bit upset."
"why can't my office staff send important information and files through email instead of wa? you know, like how it should be done normally?",Negatif,Why can't my office staff send important information and files via email?
"sit down, miss. the real kd is krisdayanti. this is not even up for debate.",Negatif,"Duduklah, Nona. KD yang is actually Krisdayanti."
anyone else tired of doing so much for somebody when they don't even think of doing the same for you?????,Negatif,Who else is doing so much for someone when they don't even think about doing the same thing for you?????
happy halloween bestie :grinning_face_with_sweat::jack-o-lantern::jack-o-lantern: tadinya mau di edit blakang ala squid game tapi males ngedit yaudin gini doang aja :face_with_tears_of_joy::rolling_on_the_floor_laughing:,Positif,Happy Halloween bestie: smiling_face_with_sweat::jack-o-lantern::jack-o-lantern: tadinya mau di edit blakang ala game cumi tapi laki-laki ngedit yaudin gini doang aja:face_with_tears_of_joy::rolling_on_the_floor_laughing:
ingin healing,Positif,I want to make a difference
"and yaa.. my taste and my family totally different. tottaly!. im tasteless, i can eat food with minimal seasoning it can even be tasteless but my family must be salty food:expressionless_face:",Negatif,"I don't have any bumbu, I can eat food with bumbu at least it can even be no bumbu but my family needs food as:expressionless_face:"
gak kebagian tiket ywdh healing kesini aja,Netral,I'm not going to buy a ticket.
santuy,Netral,Santoi
yes. would prefer it. a rational candidate for once. only i'd hope they're also a combat vet &amp; third party. can't trust the duopoly anymore.,Negatif,Yeah. More like. potential rational once. only I hope they are also veteran tempur &amp; party third.
"i think sam smith tried to be more relatable with ""love me more"" but idk if i like it or no, but yeah it's fine.",Netral,"I think Sam Smith is trying to be more related to ""love me more"" but I don't know if I like it or not, but yeah it's okay."
akhirnya ade bertemu mamatua dan inehya nya :yellow_heart::yellow_heart::yellow_heart:.. @ sawadeekhrup,Positif,Finally I met my mother and my sister.
o berarti yg lain ga sibuk ya? alias pengangguran? apa gimana nih bestie?1,Negatif,"Oh, that means that the other one isn't busy, so what's going on here?"
"after having shared 132 packages of sembako to people in need, we're about to have iftar. while moslem students were doing their shalat, we hindu, buddhists, and christians were waiting outside the mosque.(what's sembako in english?)",Netral,"After sharing 132 packages of such to the orang-orang who need, we will have eftar. while Muslim students perform their shalat, we Hindu, Buddha, and Christians are waiting outside the mosque."
butuh support system,Netral,The system of support
take a good look around you~~ take a good look you're bound to see~~ that you and me.. were meant to be.. with each other.. silly girl~~,Positif,Look around you... look at yourself... you'll see... that you and I... are not going to live together...
dan jalan-jalan lainnya whatever ur **** reason,Negatif,Dan jalan-jalan lainnya for whatever reason
"he's literally a happy pills. we were having fun. thankyou for kinda mini concert, jeonkookie! :smiling_face_with_heart-eyes::white_heart:",Positif,"She's really happy. We're having fun. Thanks for the mini concert, jeonkookie!"
"private villa, lembang, west java for information &amp; reservation :Japanese_symbol_for_beginner: book now stay later!",Netral,"Villa pribadi, lembang, jawa barat untuk informasi &amp; reservasi: japanese_symbol_for_beginner: buku sekarang tinggal nanti!"
"banyak yg nyalahin bintang tp emg bener sii, bikin nambah overthinking org aje",Negatif,"Many yang baru menonjol tp emg bener sii, bikin nambah terlalu berpikir org aje"
love u 100000000 my best healing :smiling_face_with_open_hands::blue_heart:,Positif,I love you 100 million times. I love you more than anything.
"entah mengapa walau lagi sibuk, lagi nonton film or drama gw kaya harus dengerin musik kaya healing gtu...apa cmn gw yg kya gtu?",Netral,"I don't know why even though I'm still busy, I still watch movies or drama I can't wait to hear music."
"game favorit kalian apa?, kalo aku si candy crush.",Netral,What's your favorite game?
people who always looked down of you is red flag :triangular_flag::triangular_flag:you better run!,Negatif,Orang yang selalu memandang rendah Anda adalah bendera merah: triangular_flag:: triangular_flag: Anda sebaiknya lari!
self healing jaman sekarang = kerja :rolling_on_the_floor_laughing:,Positif,I'm not going to do it.
ini literally percobaan pembunuhan orang2 si dengan menyebarkan virus covid secara sadar :exploding_head::exploding_head::exploding_head:,Negatif,I literally attempted to kill oranges with the spread of the covid virus consciously:
btw jam jam overthinking udah mulai belom ya. mau gabung nih,Negatif,I'm just thinking too much. I'm not ready yet.
"""the way that you flip your hair gets me overwhelmed""",Positif,"""How do you change your hair and make me thirsty"""
bestie things:rolling_on_the_floor_laughing:,Positif,Hal terbaik: berputar-putar di lantai tertawa
enjoy the moment without being busy pursuing the label succes which is judge by the high position or income or whtever,Netral,Enjoy this moment without being busy pursuing the label success yang dinilai oleh posisi tinggi atau pendapatan atau siapa pun
knp ni mendadak kepo bgt sm bigbang. bt actually jd tau knp dulu orang2 pada suka bigbang:smiling_face_with_tear: liat semua live performancenya mereka emg petjah semwa. dulu kek berasa aneh aja liat stylenya mereka tp sekarang malah berasa waw swag abis y ternyata:relieved_face:,Positif,"Not that I didn't see the big bang. But actually, I don't know how people like the big bang."
nyari support system. kek nyari mutiara dalam tai.,Negatif,I'm not going to say anything.
pengen spill juri game salah satu game besar di indo yg ga sportif dan aku dngn team aku merasa dirugikan.,Negatif,I want to share a match with the jury one of the biggest matches in the Indo yang tidak sportif dan aku tidak ikut tim aku merasa dirugikan.
whatever what is life anymore,Netral,Whatever else is going on in life
"punya orang tua dan keluarga yg masi lengkap, dan selalu open minded",Positif,"I have an orang-tua and a family that's full of me, and I'm always open-minded."
narsis bgt ni orang :loudly_crying_face: untung sayang :smiling_face_with_hearts: habede ganteng :partying_face:,Positif,Narcisse bgt ni orang: loudly_crying_face: untung sayang: smiling_face_with_hearts: habede ganteng:
navierrrr ma girl crush,Netral,I'm in love with my girl
"hi, can i call you “an anxiety room?”",Negatif,"Hello, can I call you kamar kecemasan?"
overthinking everytime everywhere,Negatif,Thinking too much every hour of the day
"ngata-ngatain mantan pacar abis-abisan, tapi masih kepo sama mantan sampe pacar barunya pun ikut dikepoin. situ sehat???",Negatif,"Many-many ex-girlfriends are absent, but still kepo sama mantan pacar sampe barunya pun ikut dikepoin. situ sehat???"
aneh bgt gak sih? jadinya overthinking dijam segini.,Negatif,I'm going to think too much about Dijam Segini.
"i've many seen ppl expression. even that was on ""anime"" or ""comic"" or ""novel"", cuz they express theyself through comics or the story itself.",Netral,I've seen a lot of people express themselves in anime or comic or novel because they express themselves through comics or stories.
overthinking :pensive_face::pensive_face::pensive_face:,Negatif,I'm not sure.
kamu punya pacar ngga? [kepo dkit],Netral,Do you have a girlfriend?
"benci bgt sama hari minggu, jadi punya banyak waktu buat overthinking :(",Negatif,"I hate this week, so I have a lot of time to think too much: (("
"cieeeeeeeeeeeeee yang khawatir lu ngomong ngapa sih jun heran gue,punya mulut engga di pake,esmosi njirrr ngomong jun ngomong apa perlu pake kucing surat mmpung kurirnya aja nih buru ngapa jun heran gue denial banget dah",Negatif,"I'm worried about you talking about me, I'm surprised I'm not talking about you, I'm worried about you."
"again, and again. u even can say smth if u cant keep ur promise. ya kali harus ditanya dulu",Negatif,"Once again, and again. You can even say SMTH if you can't keep your promise."
me time ｍe @ jhl solitaire hotel,Netral,This is my time to go to Jhl Solitaire hotel
"jangan ke indonesia,nanti denial",Negatif,"Don't go to Indonesia, until you're rejected."
and i always look up to the sky @ astara hotel balikpapan,Netral,I always look at the sky @ astara hotel balikpapan
healing soreku cukup bermain bersama kucing-kucing di taman tiga generasi. :paw_prints::red_heart: sehat2 ****. see you soon.,Positif,I've had enough of playing with kittens in the garden for three generations.
tl gua isinya org healing. pengen su,Negatif,I'm going to get a new one.
"we are **** to the term “new normal” we might forget that we can actually normalize everything that our soul desires. in 2021, normalize being you. just be you, and that's enough. happy new year, happy being you!",Positif,"we are **** for the new normal term we may forget that we can really normalize everything we want in our life. in the year 2021, normalize becoming you."
nyerah dalam berdoa dosa ga sii? jujurly gue mau nyerah:pensive_face:,Negatif,Jujur saja aku mau kau.
"manfaat ada temen lbih dewasa dari kita dah nikah jg pasti dapet ilmu receh2 yg berguna. mulai dri curhatan seorang istri yg blm bsa ngasih kissmark ke pasngannya dan sebliknya,kerja santuy harini akhirnya dibuat sharing bahas, how to give someone a kissmark as well? :loudly_crying_face::folded_hands_light_skin_tone:",Positif,I'm not sure I'll ever get any more knowledge. I'm starting to have a wife who hasn't yet given me a kiss.
"akhirnya setelah 2th suasana khas akhir taun sudah balik lagi: kantor sepi krn ""para penggede"" sudah libur :check_mark_button: spv ke atas gak diobrak2 mau cuti berapa hari ok :check_mark_button:mau liburan monggo asal tetap prokes :check_mark_button:nature is healing..",Positif,"Finally after the special atmosphere of the final year already back again: kantor sepi krn ""para penggede"" sudah libur: cek_mark_button: spv ke atas gak diobrak2 mau cuti berapa hari ok: cek_mark_button:mau liburan monggo asal tetap prokes: cek_mark_button: alam sedang menyembuhkan.."
mengasah keoverthinking yg suda lama tida overthinking,Negatif,Mengasah Keoverthinking Yang Suda Lama tida overthinking
overthinking kills your happiness.,Negatif,Thinking too much to kill your happiness.
senin semangat pagi bestie :kiss_mark:,Positif,Monday semangat pagi bestie:
salah satu bentuk self healing dan menjaga mental health adalah dengan berolahraga sambil mengunjungi tempat - tempat yang memorable....,Positif,One of the ways to help yourself and keep your mental health is to exercise while visiting places that you don't forget....
wtb youtube premium prefer yg 4bulan,Netral,WTB YouTube premium is more like yang 4bulan
"hmmm masih dalam batas aman overthinking sih, masih belum kefikiran gimana caranya membuat transisi reaksi fusi sederhana tingkat dua atau menjikakkan bom dengan menggunakan tali sepatu :'",Negatif,"Hmm still in the limits-limits that too much to think about, still not thinking how to make a transition reaction fusi simple level two or menjikakkan bom using tali shoes:'"
lemes bestie jauh dari bebep:pleading_face:,Negatif,Lemes bestie far from the babyp: pleading_face:
narsis sambil upgrade elmu... @ pt.biofarma.pasteur 28 bandung,Positif,Narcisse while upgrading Elmu... @ pt.biofarma.pasteur 28 bandung
i got trust issues bcs ppl got lying issues,Negatif,I have a problem with trust.
"yg nyakitin, yg bikin overthinking, yg minjem duit gua block. bye bgt manusia toxic",Negatif,"Yang Nyakitin, yang Bikin Overthinking, yang Minjem Money Gua Block."
"overthinking itu ya mbok mikir-mikir &amp; pilih-pilih dulu gitu, lho, nak. ya, masa, kamu membandingkan dirimu dengan orang lain, apalagi kalo urusan karier, ranahmu sama ranahnya dia beda jauh. kan ya buat apa?",Negatif,"Thinking too much is what you might think-thinking &amp;amp;amp;amp;amp;amp; pick-choose first thing that, you know, nak. yeah, masa, you compare yourself to other people, especially if it's career matters, ranahmu sama ranahnya is a far different. can you do something?"
they don't even try anymore … and people still believe this **** as fact. just because the news said so.,Negatif,They don't even try again... and people still believe this as a fact.
"masi sedamai itu self healing tanpa ig. kalo kata mba nuke ""puasa ig"" wkwkwk loll:rolling_on_the_floor_laughing:",Positif,I'm not going to say anything about it.
staycation yuk ?,Netral,Staycation yuk ?
"my guess is around may too, and maybe just maybe after the scoy ending :thinking_face:",Netral,"I guess I'm just thinking about Mei too, and maybe it's just possible after the final school."
"healing terbaik kerja dinas keluar kota, tinggal sendiri. be nice yaa riau :)",Positif,"Healing is the best job in the city, stay by yourself."
"i watched the blind side yesterday until i realized that michael oher is actually based by the real michael oher. man, that movie was inspiring!",Positif,I watched it yesterday until I realized that Michael Oher was actually based on Michael Oher yang actually.
jujurly w ga ngerti tau sama film aot,Negatif,Jujur aku tahu kau sama filmku
best healing = evening walk alone,Positif,The best way to get to the beach is to walk alone
"hepibidii bestie taehyung wifeu :dashing_away: wish u all the best!! ""ya ampun fotoku dep"" wkwkw emang sengaja bund, ya masa aku minta dulu foto :rolling_on_the_floor_laughing: di laptopku banyak bgd fotomu, untung gak yg aib kukeluarin haha",Positif,"He's got the best of the best! ""ya ampun fotoku dep"" wkwkw emang sengaja bund, ya masa aku minta dulu foto:rolling_on_the_floor_laughing: di laptopku banyak fotomu, untung gak yang aib kukeluarin haha"
i have been so so so so good with monitoring my attitudes about people while traveling but we're about to board our 3rd flight :airplane: of the day &amp; i'm exhausted from all of the glaring i've felt compelled to bestow on idiots (whose trespasses are myriad &amp; varied).,Negatif,I am very good in remembering my attitude towards orang-orang while traveling but we will be on the third plane.
"tapi kak, orang open minded (harusnya) gak kagetan sih :face_without_mouth:",Negatif,"But, you know, the orang orang-orang with open minds shouldn't be surprised."
"""kamu di mana, dengan siapasemalam berbuat apa.. .kamu di mana, dengan siapadi sini aku menunggumu dan bertanya.. .""lagu yolanda mengajariku untuk overthinking..",Negatif,"You're ready for this, I'm going to ask you..."
cape bgt overthinking,Negatif,I think it's too much.
good afternoon to my lovely sweetie baby bestie,Netral,Good morning to my baby girl
abis gajian..lalu bikin bugjed buat jajan n healing time bbrpa ratus rebu..lalu td malem dadakan nginep d rumah nenek gw..lalu bugjed yg tadinya buat jajan n healing time..beralih buat makam bokap n nenek gw..healing timenya kapan2 ajaa..:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:,Netral,Abis gajian..lalu bikin bugjed buat jajan n waktu penyembuhan bbrpa ratus rebu..lalu td malem dadakan nginep d rumah nenek gw..lalu bugjed yang tadinya buat jajan n waktu penyembuhan..beralih buat makam bokap n nenek gw..mencegat waktu kapan2 ajaa..:beaming_face_with_smile_eyes::beaming_face_with_smile_eyes::beaming_face_with_smile_eyes:
"please ya, kamu udah jadi mantan crush aku, gk usah bikin baper lagi, move on nya susah nihh :loudly_crying_face::loudly_crying_face:",Negatif,"Please, you've already become an ex crush on me, don't try to make a popper again, move in the difficult new nihh:"
ud live is one of moment i like because they're really cute and other people only become air when it is around the two of them 555 :sunflower::sun: #หวานใจมิวกลัฟ,Positif,Ud live is one of the things that I like because they are so sweet and other people just become air when there is something about them both 555
sometimes i feel a lonely even in the middle of the crowd,Negatif,Sometimes I feel lonely even in the middle of the night
"u didnt get the point tho, yg dipermasalahin disini kan gimana harimau itu satwa liar yg perilakunya harus dijaga sesuai kodratnya bukaan dijadiin pet dan ketemu banyak orang, percuma bgt banyak thread yg bahas kenapa gabole ini itu kalo masih ada aja yg komen gini",Negatif,"You don't understand the point, what is necessary to do here can be done how can you do this?"
"loyalty is eternal, love is as condition. something abstract can only be enjoyed even without logic. eternity @ dua jalur management",Positif,"Loyalty is eternal, love is a condition. Something abstract can be enjoyed even without logic."
staycation staycation... jidat lu staycation hmmmm kesel banget,Negatif,Staycation staycation... jidat lu staycation hmmmm very sick
word affirmation of ayah&lt;3,Netral,penegasan kata ayat 3
"you never know, you really don't know whats going on around you, you truly are dont know ... becareful..",Netral,"You never know, you never know what's going on around you, you really don't know... Be careful.."
cuma butuh waktu buat seft healing!!!,Negatif,I just need time to cure a sickness!!!
pengen juga minta thr lewat ig story . tapi takut tidak ada yang kasi terus jadinya overthinking sendiri :upside-down_face:,Negatif,I also want to ask you to go through this story.
hatred is killing ppl and feel safe bcs there is no evidences to victims families even you feel free to announced it to other groups,Netral,Benci killing people and feeling safe Bcs have no proof of the victim family even you feel free to announce to other groups
spill of rasanya pacaran?,Netral,Pencuran rasa pacaran?
". so, if you want to fill your hungry and thirsty stomach, definitely go to penida minang resto and bar.what is worth trying friends. you will eat on the blue beach while looking at the very high mountains.:hibiscus::umbrella_on_ground::tropical_drink::hamburger::french_fries::pie::hibiscus:",Positif,"So, if you want to fill your stomach hungry and home, you must go to Penida Minang Restaurants and Bar."
gatel bgt tgn gua pin spill org:nail_polish:,Negatif,GATEL GTT Tgn gua pin spill org
"udah lama gak pulang kerumah, niatnya sore ini pulang kerumah mau rebahan santuy belum 10 menit rebahan udah ditelpon. tetap semangat dan banyak bersyukur masih dipercayai banyak orang.",Positif,"I have not returned to Kerumah, I have not returned to Kerumah, I have not returned to Kerumah, I want to return to Santa, I have not yet received a 10 minute call."
candy crush :winking_face:,Netral,Candy crush: berkedip-kedip
sumpah ni org 'momok' banget di cm 03/04. even uda maen ampe sisen 10/11 ni orang susah bet di-marking.,Negatif,"I swear this is a pretty good game. Even if I play until we're 10/11, it's hard to bet on the score."
gapernah kepo soal kehidupan lesty dan rizky billar tapi ini sebagai wanita sumpah sakit banget denger kasus kdrt apalagi pemicunya perselingkuhan billar mikir ga sih tindakan dia bisa ngancurin hidup dia gilaaaaa kaget sampe pengen nangis bayangin lesty pasti kecewa banget,Negatif,Gapernah kepo about life lessy dan rizky billar but this as a woman swore sick very much to hear the case kdrt apalagi pemicunya perselingkuhan billar thinking ga sih actions she could only curse life she crazyaaaa surprised so i want to cry bayangin lessy pasti kecewa banget
ternyata... nggak ada yang bisa di percaya... even ur self . ck,Negatif,It turns out... there's nothing I can believe... even you being yourself.
"honestly gue gapernah suka dx loh, masih lebih enak ngeliat rock sama austin (entah 1vs1 atau timing atau lagi satu sama lain ngerusuh match). kondisi apapun act mereka asik sih biarpun kadang aneh kelakuannya.",Negatif,"I'm sure I've never liked it, but it's still better to see rock like Austin (not one against one or time or another)."
overthinking di jam genting,Negatif,Thinking too much of jam genting
"kalo kamu masih proses healing dan move on dari dia terus dia sudah pamer doi barunya bukan berarti dia menang dan kamu kalah, dia cuman kebelet happy aja buat ngehindarin karmanya u'll get more happiness from the right person.",Positif,"If you're still in the process of remedying and moving from him he's already pamer of his barunya doesn't mean he's winning and you're losing, he's just happy to make you happy."
udah males fomo,Negatif,already a man of the people
healing :leaf_fluttering_in_wind:,Positif,The following is the list of the countries of the European Union:
dan anxiety lagi sampe pengen muntah :(,Negatif,Dan kecemasan lagi sampai ingin muntah: ((
"jadi inget bulan juli tetiba w diserang buzzer ultranasionalis jepang literally gegara w lagi ngereview film2 cina dan salah satunya ""nanking! nanking!""",Negatif,"So inget bulan juli tetiba w diserang buzzer ultranationalalis japans literally gegara w again ngreview film2 cina dan salah satunya ""nanking! nanking!"""
kan kalo semua bahagia jd ga bnyk manusia julit kepo rese toxic kan kan kan? makanya gue seneng klo pd bahagia,Positif,Can you be happy if you are not happy?
healing bukan sii.....,Netral,I'm not going to...
inget besok kerja!!! oh iya masuk malem. santuy. udah bobo ciang juga jadi masih melek,Positif,I remember tomorrow working!!! oh yeah we went malem.
****. overthinking comeback on my mind:exploding_head::sleepy_face:,Negatif,I think there's too much to go back to my mind.
"never stop smiling:slightly_smiling_face: people who say bad things about other people are not good people even if they just joke but it's not good,.army of bts really love you:smiling_face_with_hearts::purple_heart:.""jimin,never stop smiling:slightly_smiling_face::purple_heart:""",Positif,"Don't ever stop smiling:slightly_smiley_face: orang yang say hal buruk about orang lain bukan orang baik even if they are just on holiday but it's not good,.Tentara BTS really loves you:smiley_face_with_hearts::purple_heart:.""jimin, don't ever stop smiling:slightly_smiley_face::purple_heart:"""
"oh 2020, thought u gonna be cool and give a good last impression before we move on to the new year, but u literally took the very last chance to ruin people, huh?",Negatif,"Oh 2020, I think you'll be cool and give me the last good impression before we move to New Year, but you really took the last chance to destroy Orang, huh?"
yang benar mana yyaa ????? coba jelaskan dulu yang punya besti :grinning_face_with_big_eyes:,Netral,I'm trying to explain this to you.
"gils baru kali ini overthinking yang bukan karena ulag sendiri, tpi deg degannya itu lhoo wkwk :crying_face:",Negatif,"Gils baru kali ini berpikir berlebihan yang bukan karena ulag sendiri, but deg degannya itu lhoo wkwk:crying_face:"
my best comfort food jatuh kepada ayam geprek whatever you are if your name is ayam geprek i would love you no matter what but still ayam geprek bensu got in position in my lambung &lt;333,Positif,The best comfort food I can get is falling to the ayam geprek whatever you are if your name is ayam geprek I will not love you whatever but still ayam geprek bensu got position in lambungku &lt;333
gbs tidur bestie,Netral,Gbs sleeping bestie
been a while,Netral,I've been here
spill spiilan terooosssss,Netral,I'm not sure.
"""would you go back in time or move forward into the future?"" dont take me back to the past.the past is too black for my blue life. even though it's not as bright as the sun. i appreciate the process of not choosing to go back to the past and continue this grateful life",Positif,"""Will you go back to the past or move to the future?"" Don't bring me back to the past."
waktunya mengucapkan bye bye ke staycation semalem ini.,Netral,I'm going to say goodbye to this holiday.
"parah banget ini yg salty, pdhl sendernya udah nulis maaf duluan. biasanya bahasa gugel tuh ga enak buat dibikin penjelasan makanya mungkin sendernya nanya di base krn siapa tau ada yg mau jelasin pake bahasa awam.. heran pd salty, kebanyakan makan garem apa ya hidupnya..",Negatif,"I'm sorry, but I'm not sure if I'm going to be able to explain it to you. I'm sorry, but I'm not sure if I'm going to be able to explain it to you."
vote red velvet bestie,Netral,Bersuara merah beludru bestie
jalan sama bestie dulu ya ayang :beaming_face_with_smiling_eyes::victory_hand:,Positif,Jalan sama bestie dulu ya ayang: beaming_face_with_smile_eyes::victory_hand:
