emoji_en,label,backtranslated_tweet
"i watched the blind side yesday until i realized that michael oh is actually based by the real michael oh. man, that movie was inspiring!",Positif,"i watched the blind side yesterday until i realized that Michael oh really was based on real Michael oh. man, the movie was inspiring!"
"honestly, i don't understand the aot movie",Negatif,"Honestly, I don't understand movies aot"
best healing = evening walk alone,Positif,The best healing = night walks alone
"hepibidii bestie taehyung wifeu :dashing_away: wish u all the best !! ""geez, photo,"" wkwkw, it is deliberately bund, yes, when i asked for a photo :rolling_on_the_floor_laughing: on my laptop there are many photos, fortunately i don't spend me.",Positif,"Hepibidii bestie taehyung wifeu:dashing_away: hope that you are all the best!!! ""geez, photo,"" wkkkw, it's intentionally bund, yes, when I asked for the photo:rolling_on_the_floor_laughing: on my laptop there are many photos, luckily I didn't finish me."
i have been so so so good with monitoring my attitudes about people while traveling but we're about to board our 3rd flight :airplane: of the day & amp; i'm exhausted from all of the glarings i've felt completed to bestow on idiots (whose tespasses are myriad & amp; varied).,Negatif,i had been so good with monitoring my attitude about people traveling but we were going to board our third flight: airplane:from the day & amp; i'm tired of all the glare i feel finished to give to idiots (the espasseses are electric letters &amp; variables).
"but sis, people open minded (should) not shocked :face_without_mouth:",Negatif,"But sis, people are open-minded (shouldn't be surprised: face_without_mouth:"
"""where are you, what do you do, what do you do ... where you are, with here, i am waiting for you and asking ..."" yolanda's song taught me for overthinking ...",Negatif,"""Where you are, what you do, what you do... where you are, with here, I wait for you and ask..."" The yolanda song teaches me to overthinking..."
cape bgt overthinking,Negatif,coat bgt overthinking
good afteroon to my lovely sweetie baby bestie,Netral,well afteroon for my dear dear baby bestie
after payday ... then make bugjed for snacks and healing time some of the hundred rebu ... then the night is impromptu to stay in my grandmother's house ... then bugjed that was for snacks and healing time ... it is for the grave of my grandmother and my grandmother ... healing the time just sometime..:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:,Netral,After payday... then make bugjed for snacks and time heals some of the hundred rebu... then nights are improptu to stay at my grandmother's house... then bugjed that for snacks and healing times... it's for my grandmother's grave and my grandmother's healing time only sometimes.: beaming_smiling_eyes:
"please, you've become my ex -crush, no need to make any more baper, moving on is hard :loudly_crying_face::loudly_crying_face:",Negatif,"Please, you've become my ex -unique, no need to make more paper, move in the difficult:loudly_cry_face: loud_crying_face:"
ud live is one of the moment i like because they're really cute and other people only become water when it is around the two of them 555 :sunflower::sun: #หวาน ใจ กลัฟ กลัฟ,Positif,ud life is one of the moments that I like because they're really funny and other people just become water when it's around those two 555:sunflower:::sun: #Nei.
something i feel a lonely even in the middle of the crowd,Negatif,something that I feel lonely even in the middle of a crowd
"u didnt get the point tho, what is issued here is how the tiger is wildlife whose behavior must be maintained according to the nature of the opening of the pet and meet a lot of people, it's useless so many thread /t.co/m9q5kulx7i",Negatif,"u didnt get a dot Tho, what's released here is how tigers are wildlife whose behavior should be maintained according to the opening properties of pets and meet many people, it's useless so many threads /t.co/m9q5kulx7i"
"loyalty is eternal, love is as condition. something abstract can only be enjoyed even without logic. pipi eternity @ two path management",Positif,"Loyalty is eternal, love is as a condition. Something abstract can only be enjoyed without even logic."
staycation staycation ... lu staycation hmmmm's forehead is really frustrated,Negatif,Stay still. Your forehead is so frustrating.
word affirmation of father & lt; 3,Netral,affirmation of father & lt;3
"you never know, you really don't know whats going on around you, you are dont know ... becareful ..",Netral,"You never know, you really don't know what's going on around you, you don't know... be careful.."
it only takes time for seft healing !!!,Negatif,It only takes time to heal!!
i also want to ask for thr via ig story. but afraid that no one will continue to be overthinking himself :upside-down_face:,Negatif,I also want to ask you through a despicable story. but fear that no one will keep thinking of himself: upside-downface:
hatred is killing ppl and feel safe bcs there is no evidences to victims families even you feel free to announce it to other groups,Netral,Hate is killing appl and feeling safe bcs there's no evidence for family victims even you feel free to announce it to other groups
spill of it feels dating?,Netral,Spilling it feels like dating?
". so, if you want to fill your hungry and thirsty stomach, definitely go to penida minang resto and bar.what is worth trying friends. you will eat on the blue beach while looking at the very high mountains.:hibiscus::umbrella_on_ground::tropical_drink::hamburger::french_fries::pie::hibiscus:",Positif,". so, if you want to fill your stomach hungry and thirsty, must go to minang reserve and bar. what is worth trying buddy. you will eat on the blue coast while seeing very high mountains.::hibscus::umbrella_on_ground:::tropy_drinking:::hamburger:::french_fries:::pie:hibscus:"
"gatel really, tgn i pin spill org:nail_polish:",Negatif,"gatel really,tgn i pin spill org:nail_polish:"
"it's been a long time since i went home, his intention was to go home this afternoon to lie down, santuy wasn't 10 minutes to lay down. keep the spirit and many grateful still believed by many people.",Positif,"It's been a long time since I've been home, the intention is to come home this afternoon to lie down, there's not 10 minutes to lie down, keep up the spirits and be grateful many still believe in many people."
candy crush :winking_face:,Netral,candy crush:
"i swear this org 'scourge' at cm 03/04. even if you want to sisen 10/11, this is a hard person in marks.",Negatif,"I swear it's the scourge at 3rd/04. Even if you want 10/11 sysen, this is the hard guy in the sign."
"never kepo about the life of lesty and rizky billar but this as a woman is very sick to hear the domestic violence case, especially the trigger for the affair of billar thinks that he can destroy her life.",Negatif,"Never heard of lesty and rizky billar life but this as a very sick woman to hear of domestic violence cases, especially triggers for billar affairs thought that she could ruin her life."
apparently ... nothing can be trusted ... even ur self. ck,Negatif,Apparently... no one can be trusted... not even yourself.
"honestly i never like dx, it's still better to see rock with austin (whether 1vs1 or timing or again to riot the match). whatever conditions their act is cool, even though sometimes it's strange for his behavior.",Negatif,"To be honest I never liked dx, it's still better to see rocks with austin (Is it 1vs1 or time or again for the riot match). any conditions they do are cool, although sometimes strange for his behavior."
overthinking at cerment clock,Negatif,overthink at cerment clock
"if you are still in the process of healing and moving on from him and then he has exhibited his new doi does not mean he wins and you lose, he is just happy to be happy to avoid his karma u'll get more happiness from the right person.",Positif,"If you're still in the process of healing and moving away from him and then he has shown his new doi doesn't mean he wins and you lose, he's just happy to avoid his karma you'll get more happiness than the right guy."
already lazy fomo,Negatif,lazy fomo
healing :leaf_fluttering_in_wind:,Positif,heaving :leaf_futtering_in_wind:
and anxiety again until i want to **** :(,Negatif,and restless again until I want to ****:
"so remember in july, i was attacked by japanese ultranationalis buzzer literally gegara w again review chinese films and one of them ""nanking! nanking!""",Negatif,"so remember in July, I was attacked by the Japanese ultranationalist buzzer really had a concussion w again review of Chinese movies and one of them ""ranking! nanking!"""
"if everyone is happy so it's not a lot of people, just to get toxic, right? that's why i'm happy if i am happy",Positif,"If everyone's happy so not many people, just to get poison, right? That's why I'm happy if I'm happy."
healing not sii .....,Netral,It doesn't heal. It doesn't heal.
"remember tomorrow work !!! oh yeah, i entered late. santuy. already bobo ciang is also still literate",Positif,"Remember work tomorrow!!!! Oh yeah, I'm late in there."
****. overthinking comeback on my mind:exploding_head::sleepy_face:,Negatif,****. overthinking comeback in my mind:exploding_head::sleepy_face:
"never stop smiling:slightly_smiling_face: people who say bad things about other people are not good people even if they just joke but it's not good,. army of bts really love you:smiling_face_with_hearts::purple_heart:. ""jimin, never stop smiling /t.co/v04fqys3y3",Positif,"never stop smiling:smiling_face: people who say bad things about other people are not good people even if they just joke but it's not good,. fts really love you:smiling_face_with_hearts::::purple_heart: ""jimin, never stop smiling /.v04fy3"
"oh 2020, though u gonna be cool and give a good last impression before we move on to the new year, but u literally shop the very last chance to ruin people, huh?",Negatif,"Oh 2020, although you're gonna be cool and make a good last impression before we move to New Year's, but you really did shop for the last chance to destroy people, huh?"
which is the right ????? try to explain first who has bestti :grinning_face_with_big_eyes:,Netral,which is correct????????? first explain who has bestti:grinning_face_with_big_eyes:
"the new gils this time overthinking which was not because of the ulag itself, but the deg was the time, but it was :crying_face:",Negatif,"gils is new this time overthinking that not because of the ulag itself, but deg is time, but that: cry_face:"
my best comfort food falls to the chicken geprek whatever you are if your name is geprek chicken i would love you no matter what but still chicken geprek bensu got in position in my hull & lt; 333,Positif,My best food falls into your chicken hook. If your name is a geprek chicken. I'll love you no matter what but still chicken geprek bensu gets in position in my stomach. &lt;333
gbs sleep bestie,Netral,Gbs sleep bestie
been a while,Netral,It's been a long time.
spill spiilan terooosssss,Netral,Spill the trooosss.
"""wild you go back in time or move forward into the future?"" dont take me back to the past.the past is too black for my blue life. even though it's not as bright as the sun. i appreciate the process of not choosing to go back to the past and continue this grateful life",Positif,"""Even if you go back in time or move forward into the future?"" Don't take me back into the past. The past is too black for my blue life."
time to say bye bye to staycation last night.,Netral,Time to say goodbye to last night.
"this is really bad, salty, the sender has already wrote apologize first. usually the language of the nervous language is not good for an explanation so maybe the sender asks in the base because who knows anyone wants to explain using ordinary language ... wonder in salty, most of it eats garem what life is ..",Negatif,"It's really bad, it's salty, the sender has written the first apology. Usually nervous language isn't good for explanation so maybe the sender asked at the bottom because who knows who wants to explain using the common language wondering in the salty, most of it eats the garem what life is.."
vote red velvet bestie,Netral,Red velvet bestie.
"the road is the same as bestie, ok,",Positif,"The road is the same as bestie, ok,"
"another on this last day of 2020, another macgyver list ticked. :face_savoring_food::relieved_face: got to fix my own sprained (leaked!) cooking gas hose. hopeful it's save and surely ready to use!",Positif,"Another on the last day of 2020, another macgyver list checked.:face_savouring_food:: relieved_face: must fix my own sprain (betched!) cooking gas pipe. hope it's saved and definitely ready to use!"
"cause you only got the moment, so owning it while you're alive",Netral,"because you only got a moment, so have it while you're alive"
"pay attention to the eyes, on belo-belo ', right? the same guy girl. i notice that they have the same eye feature, like big rounded and sharp. they are gorgeous, even only in portrait but seem real.",Positif,"Look at the eyes, on the belo-belo', right? The same person. I see that they have the same eye features, like big and sharp round. They're beautiful, even in portraits but looking real."
it's my first love what i dreaming of when i go to bed when i lay my head upon my pillow don't know what to do my first love thinks that i'm too young he dousn't even know wish that i could show him what i'm feeling cause i'm feeling my first love,Negatif,It was my first love what I dreamed of when I went to bed when I put my head on a pillow I didn't know what to do first love I thought that I was too young she don't know wish that I could show her what I felt because I felt my first love
even my own friend when sleeping hugs it is uncomfortable,Negatif,Even my own friend when sleeping hugs it's uncomfortable
thanks again for always comforting me in any situations! :smiling_face_with_heart-eyes: * literally smiles yourself every time you see john mayer's behavior*,Positif,Thank you again for always comforting me in any situation!
"bali souvenir rate 3.5/5 ""i prefer bali ferris wheel"" @ koral restaurant",Netral,"""I prefer Ferris wheel."""
"met morning all, happy weekend, hopefully the long weekend is fun, don't forget at the sofia hotel.",Positif,"See you all morning, happy weekend, hopefully a nice long weekend, don't forget at Sofia's hotel."
my healing doesn't work,Negatif,My healing isn't working.
the most right is healing when weekday so that it is worth if it's not just adding thoughts :(,Negatif,The most true is the healing on weekdays so it's worth it if not just adding thoughts:
"they really support their system! salute, support the release of the 2nd single - there is no love besides you, july 28, 2021. you have !!! aminda sumbang royalti",Positif,"they really support their system! salute, support release from single 2--no love but you, July 28, 2021. you have!!!!!!! aminda donate royalty"
"me time is one of the best ways that can be done on my weekend. if i really like weekends while watching drakor as much as you use indihome, what if your weekend is bestie? :smiling_face:",Positif,"My time is one of the best ways I can do it on my weekend. If I really like the weekend while watching as much dracor as you use an inakome, what if your weekend is bestie?: smiling_face:"
"there will be a time, surely one day. may allah's promise come true!",Positif,"So it will come to them gradually, and then it will come upon them in a little while."
i hope your deep talk will be this epic :folded_hands:,Netral,I hope your deep talk will be this epic:
i remember the days when i was on the hospital and no one calls me not even a text,Negatif,i remember the days when i was in the hospital and no one called me not even text
"if you experience experienced, show it with appropriate actions, instead of flexing here and there.",Negatif,"If you have experience, show with proper action, not flexibility here and there."
"its different on all of us but there are always five. denial, anger, bargaining, depression, acceptance",Negatif,"which is different to all of us but there are always five rejects, anger, bargains, depression, acceptance"
"suddenly i believe in miracles and dreams last night, like dried flowers even though last night believe it was impressive. even if it's just a dream :face_holding_back_tears::rainbow::dizzy::face_with_crossed-out_eyes:",Positif,"I suddenly believed in last night's miracles and dreams, like dry flowers, although last night believed it was impressive. Even if it was just a dream: Face_holding_back_tears::::: crossinbow:::::face_with_crossed-out_eyes:"
"whats worse than being alive? pre .. pretend that you're alive, when you've actually diad.",Negatif,"What's worse than living? Pre. Pretend that you're alive, when you've really died."
city vs chelsea probably in the ucl final. **** :man_facepalming:,Negatif,The city vs. chelsea may be in the ucl finals. ****:man_facepamming:
pen has another crush :),Netral,The pen has another crush:)
"i'm fully aware that i get overwhelmed easily when i'm in relationships. it's not that i emotionally incapable of maintaining a functional relationship, it's just i need someone who understands my boundaries?",Negatif,"I'm fully aware that I'm easily overwhelmed when I'm in a relationship. It's not that emotionally incapable of maintaining a functional relationship, it just i need someone who understands my boundaries?"
the wrong choice or the wrong choice. santuy just stay in a safe zone follow the current but don't sink.,Positif,Wrong choice or wrong choice. There's just a safe zone following the flow but don't drown.
"trying to always ask myself, for some questions like: ""what can i improve?"" ""what do i need to change?"" ""has it been a better way to make it?"" we just can't be standstill, while other people are improving :OK_hand:",Positif,"trying to always ask yourself, for some questions like: ""What can I fix?"" ""What do I need to change?"" ""What better way to make it?"" we can't keep quiet, while others raise:"
world kepo day,Netral,The world's a day.
"new year's eve bener me time. invited to go out sm tmn2 too i was gaming, even sm's father mama was invited to jkt i didn't come hehehe",Negatif,New Year's Eve. Right.
he literally eat that choreo! :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::fire::collision:,Positif,he literal eat that choreo! .smiling_face_with_heart-eyes:::smiling_face_with_heart-eyes:fire::collion:
"i'm in the state of very unmotivated, fatigued for no reason. even i can't concentrate at something.",Negatif,"I'm in a very unmotivated, tired state for no reason, and I can't even concentrate on something."
hey me! hold on just a little while later.,Positif,"fontcolor="" # FFFF00""heyme!"
fyuhh .. my next rendang will be around feb 2022. :face_with_steam_from_nose::face_with_steam_from_nose::face_with_steam_from_nose:,Netral,"fontcolor="" # FFFF00""fyuhh..next laceringIwill beaboutthefeb2022.:face_with_s team_from_nose:::face_nose::::face_with_scoam_from_nose:"
spill more !!!! :eyes:,Netral,More!!!!!
"even after all these years, we just now get the feeling that we're meeting, for the first time.",Netral,"Even after all these years, we've just gotten the feeling that we're meeting, for the first time."
already finalized right? smngt overthinking a month ahead !!!,Negatif,It's done it is a month and a half ahead of time
even in short time comes a joy in this early 2022 :smiling_face: let see what next :next_track_button:,Positif,even in a short time comes joy at the beginning of 2022:smiling_face: let's see what's next: next_track_button:
risk of dadi wong kepo :face_with_steam_from_nose:,Negatif,risk dadi wong kepo:face_with_steam_from_nose:
manifesting 's energy,Netral,manifesting's energy
very santuy mba kek throw wind :(,Negatif,It's so sacred that you're taking away the wind:
lisa is literally a sxy girl,Positif,Lisa's really a sxy girl.
"but honestly, the body of the rivuh pisan. hopefully still strong and sane until the end. :pleading_face:",Negatif,"but honestly, the body of the rvuh pisan. hopefully still strong and sane to the end.: please:"
what is clear ... our sekang bestie jeff ... :upside-down_face:,Netral,what's clear... we're behind bestie jeff...: upside-down_face:
"harry maguire is the worst, even compared to phil jones. not even a competition.",Negatif,"harry maguire is the worst, even compared to Phil Jones. It's not even a competition."
overthinking starts to damy over the head.,Negatif,Over thinking starts to damn over the head.
"good bye 2020, welcome 2020 v² wish: covid is fast, it's tired",Positif,"Goodbye 2020, welcome 2020 v2 wish: covid is fast, it's tired"
"back again to common sense ""yes salute sm sister right"" open minded:thumbs_up:",Positif,"back to common sense ""yes salute sm right sister"" open-minded:thumbs_up:"
"i just saw the crush i mentioned the same mutual, while i was jbjb not dibales-bales",Negatif,"I've just seen the same devastation that I mentioned, while I'm jbjb not dibales-bales"
"when did it succeed in macarin guys cute, from before i had a modelan crush so would run aground in the middle of the road to want to be invented",Negatif,"When successful in macarin guys cute, from before I had a crush on models so it would run the background in the street wanted to be created"
"speechless ... have no word to say, but if i become you, it's so destroyed as long as the new marriage age is 15days even honeymoon also not finished ???",Negatif,"Can't say... there's no word to say, but if I were you, it's so ruined during a new marriage age is 15 days even the honeymoon isn't over yet????"
"even 3 months, ga what are notiestie:crying_face::rolling_on_the_floor_laughing:",Negatif,"even 3 months, no what notiestie: crying_face: rolling_on_the_flear_laughing:"
"yes, i just realized that i was 30 july it was bestie day wwkwkwkk",Netral,"Yeah, I just realized that I'm July 30th. It's bestie day."
"needed by garangan & amp; luwak, anti spill ~",Netral,"required by fierce & amp; luwak, anti spill ~"
want a manipulative and mokondo spill but fear sin. but more afraid if there are next victims,Negatif,"He wants manipulative and mocondo spilled, but he's afraid of sin, but he's more afraid of the next victim."
"namjoon's severe aesthetic, if you update it outside, really healing i'm voting for bts for favorite social artist at the",Positif,"Namjoon's severe aesthetic, if you renew it outside, is really healing I choose bts for my favorite social artist at"
healing for a moment,Positif,A moment's healing.
"disappointment changes people, event me. for you, my friend, i expect nothing but instal you still managed to be even lower than what i anticipated. im glad we're done",Negatif,"Disappointment changes people, even for me."
thank u for making everything feels right even if it's not,Positif,Thank you for making everything feel right even if it doesn't.
calling all the warriors in & amp; around the globe! it is just one month until our virtual period party with perfect fit & amp; we just can't wait! we'd love for you to join us so that we are together! watch this space over the next month for more info! :red_circle:,Netral,Calling all the soldiers in &amp; around the world! it's only a month till our virtual party with fitting & amp; we just can't wait! we'd love for you to join us so we're together! watch this room over the next month for more information!:red_circle:
"which one sentence is based on fact; - ""a bitter medicine is ajh cure, how sweet are you hurting?. "" -the",Netral,"which a sentence is based on fact; - ""a bitter drug is a drug of jah, how sweet are you hurt? "" - which"
"later, the money will be replaced, yes, he has already been a montor capital, i don't cook, you can't buy gasoline ... even if you say ""you don't need to"" yes, you think the handle of the broom ... believe healing together with one person's capital ..",Negatif,"Then, the money will be replaced, yes, he's already become the capital montor, I'm not cooking, you can't buy gasoline even if you say ""you don't need to"" yes, you think the broom handle believes healing together with one person's capital.."
manifesting going to watch french kiwi juice (fkj) for second times transfer,Positif,show will watch French kiwi juice (fkj) for the second transfer
"don't have my girlfriend, myee bestie",Netral,"don't have my girlfriend, myee bestie"
"insecure with his ex crush:cross_mark_button: insecure with her mom crush for yes, how else is the skincare that is more complementary to have his mother, so i don't feel like it is not appropriate for her child huhuhu>",Negatif,"It's not safe with his ex-crush:cross_mark_button: insecure with his mother's crush on yes, how else would a more complementary skin treatment to have his mother, so I don't feel like it's not appropriate for his son huhuhu>"
healing extremely version,Netral,What a version of healing.
"overthinking first, tired of you",Negatif,"overthink first, tired of you"
healing ...,Netral,healing...
overthinking,Netral,overthink
somebody shop this picture while i was in race 30. thank you. :smiling_face_with_smiling_eyes:,Positif,someone was shopping for this picture when I was in race 30. Thank you. . smiling_face with_smiling_eyes:
"really my soul is undoubtedly. so tremor again, kepo = looking for disease! dah fix!",Negatif,"My soul is completely beyond doubt. So it vibrates again, kepo = look for disease!"
healing healing dog tai. aing money after the guise of healing,Negatif,Healing dogs. Money aing after the cover of healing.
spill how to bigwin in makji **** gais :partying_face:,Netral,Spill how a great victory at Makji **** gais: party_face:
"my ninja path as a woman is getting old who starts to not know the development of the times. -keep in touch with young people, internships, dedek2 who are now fomo abezz so that if anything lives, ""deck, what is sikk""-",Positif,"My ninja road as an older woman who starts not knowing the progress of time stays in touch with young people, apprentices, dedek 2 which is now fomo abezz so that if there's anything alive, ""Deck, what the hell""-"
"the best self healing is, staying in silence. make peace with every problem ... and don't forget a cup of your coffee for you to sip.",Positif,"The best self-healing is, stay in silence. Peace with every problem and don't forget your cup of coffee to sip."
how do you recover from a burnout,Netral,how you recovered from the burnout
"which ""a quiet place"" is better? the first one or part ii? (is in the catchplay & amp; netflix).",Netral,"The ""quiet place"" is better? The first or the ii part?"
new year ft. cousin needs healing,Netral,New year. Cousin needs healing.
":smiling_face_with_hearts: self healing :smiling_face_with_hearts: @ benoa, bali, indonesia",Positif,":smiling_face_with_hearts: self healing : smiling_face_with_hearts: @ benoa, returning, Indonesian"
"why do you usually think a lot before going to sleep (overthinking)? is it really because humans were created to think? even though what is thought does not have to be thought of, but we always think about what should not be thought. so that the mind ruins the mind.",Negatif,"Why do you usually think so much before sleep? Is it true because humans are created to think? Even though what you think shouldn't be thought about, but we always think about what you shouldn't think."
"need healing ""yourself"" .. really alone .. need to calm down ..",Netral,It needs to heal yourself completely by yourself. It needs to calm down.
keep the spirit even though the world is not fine,Positif,Keeping the spirit up even though the world isn't good.
wtb hbo go 1 month price r for c bole codein at dm or spill at dm,Netral,wtb hbo goes 1 month price r for c bole codein in dm or spill at dm
it's already in the new spill to realize ... hmmmm,Negatif,It's already in a new spill to realize... hmmm
"my motivation can last so far because of one thing, my parents, the only 24/7 support system.",Positif,"My motivations have survived so far because of one thing, my parents, the only 24/7 support system."
sad mixed with happy when crush already has,Negatif,♪ sad ♪ ♪ mixed with happy when crush already has ♪
me: probably i'll come to your house again starting next week. adek: yahhh ... koko: yeahhh !!,Positif,I'll probably come to your house again from next week.
"dear mas² brother bpak² motorcyclist, if you are driving a motorbike, don't smoke. pity us who are in the klean who are more at risk of cigarettes from cigarettes. klean mah is good to rise santuy lha we are wretched if you are unfortunate, the embers are hit by the eyes :persevering_face::persevering_face:",Negatif,"If you're riding a motorcycle, don't smoke. It's too bad we're in a colean who's risking more cigarettes than cigarettes."
"why do w watching youtube that smells of horror likes it is not on time, yes, the day :). honestly, i don't realize that hr is friday night and i will be happy again, yutub horror. the day ""kmrin is unemployed, why don't you watch the horror"" sii maulinaaa: ""), why is it really addicted",Negatif,"Why watch youtube that smells like horror is not on time, yes, day:). honestly, I didn't realize that hr Friday night and I would be happy again, yupub horror. Day ""kmrin unemployed, why don't you watch horror"" sii malaaaa: ""), why are you really addicted?"
bored see ig the contents recap 2021 you know the healing tok ... remember another week to delete it,Negatif,bored of seeing the entrails of 2021 you know the healing tox... remember another week to remove it
"his so warm, even thoughong taeyong is also outside all day, don't forget to also take care of your health:two_hearts:",Positif,"Its so warm, even taeyong thoughong is also out all day, don't forget to also take care of your health: two-hearted:"
"right, i just got my disc fingerprint test result. and it shows somehow not surprising because i already know that i am steady and got high performance on dominance. what surpris is the accuracy of the fingerprint test itsel. worth to try to get to know yourself.",Positif,"Right, I just got the results of my disk fingerprint test. And that shows somehow not surprising because I already know that I'm stable and got a high performance on domination."
spill model cukor ter wangu mu broo !!,Netral,spit out the cukor model ter Wangu mu broo!!
"good looking seems like a must. even looking for friends you have to be good looking, beautiful/handsome. it's sad if you experience things like that?",Negatif,"Handsome as it should be. even looking for friends you must be handsome, beautiful / handsome. sad if you experience such things?"
[1/2] the right relationship will bring healing and will make you feel like everything you've through is worth the pain and worth the wait. your heart will be at peace.,Positif,The right relationship will bring healing and will make you feel like everything you've been through is worth the pain and waiting.
i can't. overthinking really but mauuuu:upside-down_face:,Negatif,I can't. Overthinking really but Mauuu: upside-down_face:
sweet dreams to my lovely sweetie baby bestie,Positif,Sweet dreams for my dear baby bestie
"the wa feature is now unsettling :(, so if we call him or crush but the writing is calling and when we say he checks 2, the sign is that he is again with someone else, so there is no longer the words ""being in another call""",Negatif,"wa feature is now harpered:, so if we call him or crush but the write is call and when we say he check 2, the sign is that he is again with someone, so there is no longer the word ""being in another call"""
"i really want to stay at least to bogor, bandung is like that ... but my baby is still too small to take away: "") and of course still afraid of the current situation.",Netral,"i really wanted to stay at least for boger,but my baby is too young to take: "") and of course still afraid of the current situation."
"indeed, i have a friend like this very happy to see his friend overthinking",Negatif,I do. I have a friend like this. It's nice to see his friends overthinking.
jaebum has never thought about it for me. hadeh i am also **** ahw,Negatif,Jaebum never thought about it for me.
actually.,Netral,Actually.
"saturday night? wow, tomorrow august huh? humans who are broad in heart, humans who receive inner and spiritual birth (kuran) are still awaited how come they are going :face_with_tears_of_joy: and than alviya needs to rest, for august spill complementary months before it is lacking, tomorrow needs to re -arrange :grinning_face_with_sweat:",Netral,"Saturday night? wow,tomorrow August huh? broad human beings in the heart, humans receiving in and spiritual births are still waiting how come they'll be:face_with_hears_of_of_joy: and from aviya need rest, for August spill a complementary complementary month before less, tomorrow needs rearrange_grinning_with_sweat:"
"the meeting was postponed so there was time for lati dlu, gotta get this one right before actually recording it haha",Positif,"The meeting is adjourned so that there is time for late dlu, should get right on this one before it really records it haha"
"gajadi overthinking gegara is busy looking for telon oil. tengs, my boyfriend sides 2.",Positif,"Tengs, my girlfriend's on the other side."
"again the route loet to the office, just casually check the group mep. full in this prank mah, through gatsu, germany, sahari. already checking even odd doesn't change the route. :face_with_tears_of_joy::yawning_face:",Negatif,"Again route to office, just casually check the mep group. Full in mah prank, via gatsu, germany, sahari. already checking even strange not changing route.: Face_with_hears_of_joy::::yewing_face:"
"i don't want to overthinking about janesh, but ... yes already, let's enjoy the plot even though the same emotions don't lie :loudly_crying_face:",Negatif,"i don't want to think too much about Janesh, but... ya already, let's enjoy the plot though the same emotions don't lie: loud_cry_face:"
is airtags actually worth it?,Netral,Is the air tracker really valuable?
"overthinking, i will happen .. :sad_but_relieved_face:",Negatif,"overthinked, i will happen. .:sad_but_relieved_face:"
the highst point of love is since,Positif,The highest point of love is because
"happy sunday. don't forget a vacation to a place that can clear your mind with friends. even if it is not possible to healing ,, can be virtual first. has already been supported by indihome internet access :woman_dancing::woman_dancing:",Positif,"Happy sunday. Don't forget the vacation to a place that can clear your mind with friends. Even if it's impossible to cure, it can be first virtual. has been supported by Internet access inacome: woman_dancing: woman_dancing:"
kakean overthinking dadi dadi is strange.,Negatif,You think too much about Grandma is weird.
spill teros until mampos:rolling_on_the_floor_laughing:,Negatif,spll teros until mampos: rolling_on_the_flear_laughing:
really exciting listening to people again flexing wealth wkwkw,Negatif,It's really interesting listening to people flexing wealth.
this week skip wo because of overthinking :weary_face: the stomach is already mlyber where mang,Negatif,This week passed wo because of overthinking:neusy_face: stomach already mlyber where Mang
which flower best represent me? is it sunflower? rose? lily? or telang flower? :slightly_smiling_face:,Netral,What flower best represents me? Is it the sunflower? The rose?
"what an amazing young lady you have become, ups & amp; downs you have faced for the last 3 years. even though groundation looks different for you, the achievement is still the same. you've put in the hard work, learning and grown so much. i am so proud of you as always ♡",Positif,"What an amazing young woman you've been, ups & amp; downs you've been dealing with for the past 3 years. although groundation looks different to you, achievement is still the same."
mw adds quality in life or be bestie,Netral,mw add quality to life or become bestie
stalking will only make you overthinking.,Negatif,Stalking will only make you think too much.
it's really hard to crush someone who rarely up.,Negatif,It's really hard to destroy someone that's rare.
"nangiss lahh meeeee the melody is really good huhuhu ~ :white_heart::green_heart::white_heart::green_heart: proud of bws around the world, thank you for listening to the songs together :beaming_face_with_smiling_eyes: short",Positif,"Naggis kalah meeeeeee melody is really good yauhu ~:white_heart:::white_heart:: green_heart: proud of bws around the world, thank you for listening to the songs together: beaming_face_with_smiling_eyes: short"
lemes bestie .. .le bodo in the bodo bar bodo :relieved_face: cukk why :person_facepalming:,Negatif,.le bodo in the bodo bar bodo:relieved_face: cukk why:person_facepamming:
literally my mom put my favorite cake on my banten otonan,Positif,My mom really puts my favorite cake in the autonomous banten.
d end of the end of the year. have you made peace with yourself and your mind bestie?,Netral,The end of the year. have you made peace with yourself and bestie mind you?
"2 weeks bolstering stress yourself. it turns out that the medicine is just sliding the desk in the room of the monthly shopping at the mall. (last -/+6bln then, usually go shop etc.) directly mood drastically improved. hhh pandemi pandemi. hurry up and finished. i just self proclaimed introverted, i feel crazy.",Negatif,"Two weeks of self-intensive stress. Turns out the drug just shifted the table in the mall's monthly shopping room. I just announced introverted, I felt crazy."
"the more the same as the book. where can you get it, moms?",Netral,"the same as the book. where can you get it, mom?"
"unless i knw neutrals and their relatives are fine, get the helps they deserved, they always hels everyone else, and bcs they re innocents and offten get attacked from whatever mysterious, so will agree to help each other with you jsp (and ibrahim if he is coming)",Netral,"Unless I am neutral and their relatives are fine, get their help worthy, they always hels others, and bcs they return innocent and offten attacked from any mysterious, so will agree to help each other with your jsp (and ibrahim if he comes)"
"again and again, self healing :rolling_on_the_floor_laughing:",Positif,"Again and again, self-healing: Rolling_on_the_flear_laughing:"
