tweet,label,backtranslated_tweet
model tumpahan cukor ter wangun mu broo !!,Netral,modelnya mengusir kunyuk! Tergila-gila kau bro!!
"tampan itu kayaknya sebuh keharusan deh. bahkan mencari teman aja, anda harus tampan, cantik/ganteng gitu. sedyeh ga si kalo lo tuh ngalamin hal kayak gitu?",Negatif,{\fnCandara\fs60\b1\4cH000000\4aH80}Handsome is kind of a must. {\fnCandara\fs60\b1\4cH000000\4aH80}Apa itu yang seharusnya kau lakukan?
[1/2] hubungan yang tepat akan membawa penyembuhan dan akan membuat anda merasa seperti semua yang telah anda lalui sepadan dengan rasa sakit dan layak untuk ditunggu. hatimu akan damai.,Positif,Hubungan yang benar akan membawa penyembuhan dan itu akan membuatmu merasa seperti semua yang telah kau lalui bernilai rasa sakit dan layak ditunggu hatimu akan damai
gabisaaa. terlalu banyak berpikir bangettt tapi mauuuu:upside-down_face:,Negatif,"Tidak bisa, terlalu banyak berpikir."
mimpi indah untuk sweetie sayang saya sahabat,Positif,♪ Sweet dreams for sweetie my dear friend ♪
"fitur wa sekarang meresahkan :(, jadi kalo kita nelpon doi atuu crush tulisanya memanggil dan pas kita wa dia ceklis 2, tandanya dia lgi tlpnan seperti lain lain lain lain lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai lai",Negatif,"Wa feature is now disquiting : (Tawa) so if we call yi atuuu crush it calls and when we're going to check out the 2nd, it's lgi tlpnan like others lai lai lai lai lai lai lai lai lai lai lai lai lai"
"ingin banget staycation minimal ke bogor apa bandung lah gitu ... tapi bayiku masih terlalu kecil buat dibawa pergi: "") dan tentunya masih takut jagi sama situasi saat ini.",Netral,"Saya benar - benar ingin tinggal sesedikit mungkin untuk melihat apa itu... tetapi bayi saya terlalu muda untuk dibawa pergi: "") dan tentu saja masih takut akan situasi saat ini."
emang ya punya temen gini amat seneng kali liat temen nya overfinking,Negatif,"Kau punya teman seperti ini, senang melihat temannya bertindak berlebihan."
jaebum apa gak pernah kepikiran sekali aja untuk kepo sm gue. hadeh gue nya buta tolol ah asw,Negatif,jaebum tidak berpikir sekali untukku. hahaha aku buta masih bisa bangun
0 sebenarnya.,Netral,"Nol, sebenarnya."
"malam minggu ya? wahh besok agustus ya? manusia yg luas hatinya, manusia yg menerima lahir batin (kurangku) masih ditunggu kok selow wkwk :face_with_tears_of_joy: dan dari alviya perlu istirahat, tumpahkan agustus pelengkap bulan seblmnya yg kurang, besok perlu tata ulang :grinning_face_with_sweat:",Netral,tengah malam ya? nah besok pagi pagi pagi pagi pagi kok ya besok mapapapa kok besok kok besok kok
"bertemu diundur jadi ada waktu barat latian dlu, harus dapatkan yang ini benar sebelum benar -benar merekamnya haha",Positif,"Jadi ada waktu di barat Latian dlu, harus mendapatkan ini tepat sebelum benar-benar merekam haha."
"gajadi yang terlalu banyak berpikir gegara sibuk nyariin minyak telon. tengs, sisi bocilku:thumbs_up:",Positif,"Didn apos; t terjadi berpikir terlalu banyak gegar otak sibuk menyiram minyak telon.nype, sisi bocil saya:thumbs_up:"
"rute lagi loat ke kantor, iseng aja cek ke gugle mep. full di prank ini mah, lewat gatsu, jerman, sahari. udah cek bahkan ga ga ga berubah rutenya. :face_with_tears_of_joy::yawning_face:",Negatif,"Rute lain ke kantor, periksa gugle mep. penuh dengan lelucon ini mah, gatsu, Jerman, sahari. cek bahkan tidak jika tidak mengubah rutenya."
"gue gak mau terlalu banyak berpikir soal janesh, tapi ... ya udahlaah, mari menikmati alur walaupun sesek sama emosinya kaga bohong :loudly_crying_face:",Negatif,"Saya tidak ingin berpikir terlalu banyak tentanganesh, tapi... baik, mari kita menikmati alur meskipun orang lain tidak berbohong: keras_crying_face:"
apakah airtag benar -benar sepadan?,Netral,Apakah airtag benar-benar layak?
terlalu banyak berpikir kan gw jadinya .. :sad_but_relieved_face:,Negatif,terlalu banyak untuk dipikirkan..:sadd_but_relieved_face:
titik cinta tertinggi adalah tulus,Positif,Titik tertinggi cinta adalah asli
"selamat hari minggu. jangan lupa liburan ke tempat yang bisa menjernihkan pikiran bersama teman. kalopun blm memungkitans butkut penyebai ,, bisalah secara virtual dulu liburanya. kan sudah di dukung aksses cepat internet indihome :woman_dancing::woman_dancing:",Positif,Selamat hari Minggu jangan lupa liburan ke tempat yang menjernihkan pikiranmu dengan teman-teman bahkan jika kau belum mengantarkan ladanya kau bisa pergi berlibur lebih dulu
kakean terlalu banyak berpikir mimpine dadi aneh-aneh.,Negatif,Kakan berpikir terlalu banyak mimpi aneh.
menumpahkan teros sampe mampos:rolling_on_the_floor_laughing:,Negatif,Spill teros until mampos: rolling_on_the_flear_laughing:
seru banget dengerin orang lagi melenturkan kekayaan wkwkw,Negatif,Sangat menyenangkan mendengar bahwa orang-orang mengendalikan kekayaan mereka.
seminggu ini lewati wo gara gara overhinking :weary_face: perut udah mleber kemana mangg,Negatif,Saya telah melalui seminggu karena overhinking:
bunga mana yang paling mewakili saya? apakah itu bunga matahari? mawar? bunga bakung? atau bunga telang? :slightly_smiling_face:,Netral,Bunga apa yang paling mewakiliku?
"betapa luar biasa wanita yang luar biasa, ups & amp; downs yang anda hadapi selama 3 tahun terakhir. meskipun kelulusan terlihat berbeda untuk anda, pencapaiannya masih sama. anda telah bekerja keras, belajar dan tumbuh begitu banyak. saya sangat bangga dengan anda seperti biasa ♡",Positif,"Sungguh wanita yang luar biasa, naik & amp; turun Anda telah menghadapi selama tiga tahun terakhir meskipun kelulusan terlihat berbeda bagi Anda, prestasi masih sama. Anda telah bekerja keras, belajar dan tumbuh begitu banyak."
mw nambah yg berkualitas dlm idup ap endak bestie,Netral,mw tambahkan kualitas dalam bestie idup ap endak
menguntit hanya akan membuatmu terlalu banyak berpikir.,Negatif,menguntit hanya akan membuat Anda berpikir terlalu banyak.
"susah banget ya nge crush orng yang jarang up apa ""ke sosial media gatau kegiatannya apa: (:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:",Negatif,"Sangat sulit untuk menghancurkan orang-orang sehingga jarang sampai apa yang ""untuk media sosial atau apa yang harus dilakukan: (:loudly_crying_face::::loudly_crying_face::::loudly_crying_face:::"
"nangisss lahh gueeee melodynya enak bgt huhuhu ~ :white_heart::green_heart::white_heart::green_heart: bangga dengan bws di seluruh dunia, terima kasih telah mendengarkan lagu -lagu bersama :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:",Positif,Menangis melodi taueee lezat. Terima kasih untuk mendengarkan lagu-lagu bersama: loudly_crying_face:::loudly_crying_face:
lemes bestie .. .le bodo di undur bar bodo :relieved_face: cukk kok :person_facepalming:,Negatif,levees bestie..le body behind bar bodo:relieved_face: cukk kok:person_facepammming:
secara harfiah ibuku meletakkan kue favoritku di banten otonan,Positif,Ibuku benar-benar menaruh kue favoritku di banner otonom.
d penghujung akhir tahun. sudakah berdamai dg diri dan pikiranmu bestie?,Netral,"Pada akhir tahun, mari kita berdamai dengan diri kita sendiri dan pikiran bestie Anda?"
"2 minggu guling2 stres sendiri. ternyata obatnya cuma geser meja kerja di kamar sm belanja buhan di mall. (terakhir -/+6bln lalu, biasianya go shop dsb) langsung mood memaik drastis. hhh pandemi pandemi. cepet kelar ****. gw diri menyatakan introvert aja udh berasa mo gila ni.",Negatif,Dua minggu stres saja ternyata obat baru saja memindahkan meja ke ruang belanja di mal.
"makin kepo sama bukunya. bisa didapat di mana ya, ibu?",Netral,"dapatkan di belakang buku. bisa mendapatkan ya, bu?"
"kecuali jika saya tahu netral dan kerabat mereka baik -baik saja, mendapatkan bantuan yang layak mereka dapatkan, mereka selalu membantu orang lain, dan bcs mereka tidak bersalah dan sering mendapatkan serangan dari apa pun yang misterius, jadi akan setuju untuk saling membantu dengan anda jsp (dan ibrahim jika dia datang)",Netral,"Kecuali aku tahu mereka netral dan kerabat mereka baik-baik saja, mendapatkan bantuan yang layak mereka selalu membantu orang lain, dan bbrahim mereka tidak bersalah dan sering diserang oleh sesuatu yang misterius, sehingga akan setuju untuk membantu satu sama lain dengan Anda jsp (dan ibrahim jika dia datang)"
"lagi dan lagii, penyembuhan mandiri :rolling_on_the_floor_laughing:",Positif,"lagi dan lagi, perbaikan diri:berguling_di _lantai_tertawa:"
"artis sm melenturkan seberapa besar popularitas mereka, seperti yang dapat mereka lakukan untuk mengambil alih twitter trending hastagh .... dan berteriak kepada semua penata rias yang melakukan pekerjaan dengan baik untuk mereka:clapping_hands: :jack-o-lantern::ghost:",Positif,"Para seniman sm melenturkan seberapa besar popularitas mereka, seperti yang dapat mereka lakukan untuk mengambil alih trending tweeting hastagh.... dan berteriak kepada semua perencana makeup yang melakukan pekerjaan yang baik untuk mereka:clapp_hands:::::jack-o-lantern::"
"saya penuh untuk bertemu . bapak tu aji mangku ida bagus saskara. kami terhubung, tidak hanya berbicara kecil. dia bahkan memberi saya # -offering, . terima kasih kepada untuk memandu kaki saya ke ini hari ini. :folded_hands_light_skin_tone:",Positif,"Ayah saya adalah aji Mangku ida bagus saskara kami terhubung, bukan hanya pembicaraan kecil."
tolong gw yang terlalu memikirkan mulu anjir:persevering_face::persevering_face:,Negatif,Please do me a favor and think too much of yourself. [Persevering_face: &gt;&gt;&gt;Sergey Brin:
"demi sedyhhh bgtt ditinggal bestie kerja :loudly_crying_face::loudly_crying_face::loudly_crying_face: yg sllu berduaan klu break solat pokoknya kmna ² gw itu introvert anda tahu..harus berbaur lgi sma org baru, itu susah bgt buat gw :loudly_crying_face:",Negatif,Demi sedyhhh bgtt tersisa pada karya bestie:loudly_crying_face:::loudly_crying_face:
penyembuhan penyembuhan ampe rumah stres lagi yahh,Negatif,"Ini penyembuhan, rumah mengalami stres lagi."
saya memilih sebagai naksir terbesar tahun ini! :heart_with_arrow:,Positif,Saya memilih sebagai naksir terbesar tahun ini!
gais jangan lupa self healing nonton ic jadi stok video meditasi :face_with_tears_of_joy:,Positif,gains don't forget self healting watch ic so stock video meditasi:face_with_hears_of_joy:
bahkan menggunakan tor sebagai simpul keluar untuk aplikasi ini,Netral,bahkan gunakan tor sebagai simpul keluar untuk aplikasi ini
bahkan lebih dengan modpacks,Netral,bahkan lebih dengan modpacks
sistem dukungan saya :red_heart::red_heart::red_heart::smiling_face_with_hearts: beruntung banget punya pasangan seperti dia,Positif,sistem dukungan saya:red_heart::red_heart::smiling_face_with_hearts: sangat beruntung memiliki pasangan seperti dia
mudik o bestie :smiling_face_with_hearts::smiling_face_with_hearts: aku tak njogo ps turi ae :smiling_face_with_hearts::smiling_face_with_hearts:,Positif,mudi o bestie :smiling_face_with_hearts::smiling_face_with_hearts: I don't njogo ps touring ae:smiling_face_with_hearts::::smiling_face_with_hearts:
"jujur haechan adalah salah satu bias saya di nct setelah sepuluh tahun jadi mengapa ada tren seperti ini adalah haechan yang diperlakukan tidak adil atau tidak ramah oleh hiburan sm, tolong nctzen menjelaskan mengapa tren ini ada",Positif,"HonestIy haechan adalah salah satu prasangka saya di ntzen setelah sepuluh tahun jadi mengapa ada tren seperti ini adalah haechan yang diperlakukan tidak adil atau tidak ramah oleh hiburan sm, silahkan nctzen menjelaskan mengapa tren ini ada"
apapun urusanya kita bw santuy aj:yawning_face:,Netral,"Apapun bisnis kami, itu lucu aj: nawning_face:"
jam selai terlalu banyak berpikir,Negatif,Jam jam terlalu banyak untuk berpikir tentang.
"chan, saya punya tugas yang harus diselesaikan segera, bahkan ini sudah lewat waktu. tapi saya malas melakukannya .. apa yang harus saya lakukan? haruskah saya mengundurkan diri? #스테이 위크",Netral,"Chan, aku punya pekerjaan yang harus diselesaikan, bahkan ini adalah masa lalu, tapi aku tidak ingin melakukannya.. apa yang harus aku lakukan?"
capek banget gue sama asahi :loudly_crying_face::loudly_crying_face: pokoknya hpbd my naksir!; & lt; 3,Negatif,Aku sangat lelah:loudly_cry_face: loudly_cryface: just phonebd my crush!; &lt;3
"2020 berisi: januari, februari, pandemi, kehilangan jati diri, dihancurkan ekspektasi, sakit dan patah hati, kecemasan, ketidakamanan, depresitapi berikan tangan tangan diri sendiri, karena pada akhirnya",Negatif,"2020 berisi: Januari, Februari, pandemi, hilangnya identitas, penghancuran harapan, rasa sakit dan patah hati, kecemasan, ketidakamanan, depresi tetapi memberi saya tangan sendiri, karena pada akhirnya,"
kami bahkan tidak bersama lagi :clown_face:,Negatif,Kita bahkan tidak bersama-sama lagi.
kak crush dan beristri :slightly_smiling_face:,Netral,Brother crush and wife:slightly_smiling_face:
kalo udh ada vid nya tolong tag ya bestie takut ketinggalan,Netral,Jika Anda memiliki vid silahkan tag ya bestie takut melewatkannya
"latihan februari, saya benar -benar menghabiskan satu bulan untuk teman -teman kecil ini, sekitar 30 menit sehari karena pekerjaan lain dan hal lain, tapi hei ... ini sangat membuat ketagihan :grinning_squinting_face:",Positif,"praktek Februari, saya benar-benar menghabiskan satu bulan dengan teman-teman kecil, sekitar 30 menit sehari karena pekerjaan lain dan hal-hal lain, tapi hei... itu sangat adiktif: grinning_squinting_face:"
alangkah baiknya jika orang benar -benar membawa saya sebagai teman dan bukan alat untuk mewujudkan hal -hal,Negatif,Betapa baiknya jika orang-orang benar-benar mengambil saya sebagai teman bukan alat untuk mencapai hal-hal
"berenang dengan **** paus atau gurano bintang di kwatisore nabire bay, papua yang juga masih merupakan bagian dari area taman nasional cenderawasih bay adalah pengalaman yang berharga karena ini adalah salah satu tempat di mana **** paus paling umum ditemui sepanjang tahun. yang luar biasa",Positif,"Berenang dengan paus **** atau bintang gurano di teluk vatisore, papua yang juga masih bagian dari kawasan taman nasional cunderwatch bay adalah pengalaman berharga karena itu adalah salah satu tempat yang paling umum di mana paus **** ditemukan sepanjang tahun."
pagi yg santuy,Positif,Santuy pagi.
"kepada orang yang selalu membawa kegembiraan dan kebahagiaan, selamat ulang tahun cinta:red_heart: hari ini kita merayakan perjalananmu, kita merayakanmu. kamu bersinar bahkan lebih cerah setiap tahun. anda adalah jenis jiwa yang pantas mendapatkan semua warna paling cerah dan semua hal paling terang yang ditawarkan kehidupan-",Positif,"Untuk orang yang selalu membawa sukacita dan kebahagiaan, cinta ulang tahun:red_heart: hari ini kita merayakan perjalanan Anda, kita merayakan Anda. Anda bersinar bahkan lebih cerah setiap tahun. Anda adalah jenis jiwa yang layak semua warna cerah dan semua hal-hal terang yang ditawarkan hidup-"
"puncak masih jd trending topik aja ini :face_with_tears_of_joy: penyembuhan niatnya, malah jd pening",Negatif,"topik top masih trending hanya:face_with_hears_of_joy: penyembuhan niat, bahkan mendapatkan pusing"
semua crush gw yg cewe alias anjir lah,Negatif,"Setiap cinta yang pernah kumiliki, alias, a.k.a., a.m., aku bajingan."
lebih memikirkan sm yang kewalahan sodaraan ga? :face_with_head-bandage:,Netral,lebih memikirkan sm overwhelmed of ga?:face_with_head-bandage:
"the lost in translate adalah nyata:pleading_face: saya bahkan tidak bisa mengerti ketika ppl berbicara ""dayak melayu"" di sini.",Netral,"Aku bahkan tidak bisa mengerti ketika ppl berbicara ""hari gembira"" di sini."
"""lama kelaman orang akan malas romantis karena takut dikira galau, malas peduli karena takut dikira kepo, malas mendetail takut dikira rempong, malas berpendapat karena dikira curhat:prohibited:"" _ sujewo tejo",Negatif,"""Untuk waktu yang lama kegelapan romantis malas karena takut menjadi bingung, malas karena takut takut takut takut takut, malas untuk detail takut memponging, malas untuk berdebat karena berpikir untuk curhat: dilarang:"" _jewo tejo"
"hahaha lagi ngetawain sipaling rill, penolakan koar-koar, bim, jaya jaya jaya kalian di mana? ciee memhibur diri",Negatif,Hahahahahahahahaha hahahaha hahahahaha hahahahaha hahahaha hahahahahahaha hahaha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha di mana kau?
"entah bagaimana kami selalu menggambarkan sejarah sebagai serangkaian kesalahan orang, kesalahan anda. dan itu tentu saja tak terhindarkan, karena kemuliaan rakyat kita akan dikecualikan dari sejarah, itu akan menjadi bagian dari sesuatu yang lain. penemuan ilmiah akan menjadi sains, ...",Netral,"Entah bagaimana kita selalu menggambarkan sejarah sebagai serangkaian kesalahan orang, kesalahan Anda, dan itu pasti tak terelakkan, karena kemuliaan rakyat kita akan dikecualikan dari sejarah, itu akan menjadi bagian dari sesuatu yang lain."
pemborosan berkedok healing khintil,Negatif,Melampaui dalam klintil penyembuhan
tuhkan yol jadi terlalu banyak berpikir sendiri kan lo. kepo sih,Negatif,Anda berpikir begitu banyak tentang diri Anda.
dan dia menganggap serius pekerjaannya bahwa bahkan setelah 800 tahun dia masih ingat bagaimana jubah xielian,Positif,Dan dia melakukan pekerjaannya dengan serius. dia ingat bagaimana jubahxilian itu.
dewasa tanpa stres dan terlalu banyak berpikir itu adalah mimpiku !!,Netral,Seorang dewasa tanpa stres dan berpikir terlalu banyak itu adalah mimpi saya!!
jujur saya tidak tahu apa yang harus saya lakukan. kurang ngaca keknya haruus beli dulu deh hrhrhrh bedul bngt :loudly_crying_face:,Negatif,Sejujurnya aku tidak tahu apa yang harus dilakukan.
ini di serial asli baru sekali tihat udah bikin gue kepo. thriller genre-nya gitu ya? kayanya seru. bakal mantengin nih,Positif,"Ini dalam seri asli. aku belum pernah melihatnya sebelumnya. ini adalah genre thriller, bukan?"
ketika hasil medcheck buruk dan menjadi kecemasan tinggi karena janji temu dokter masih pada hari selasa.,Negatif,Ketika hasil pemeriksaan medis buruk dan menjadi kecemasan tinggi karena janji dokter masih pada hari Selasa.
"biarkan itu menjadi kak, ambil lagu yang menyedihkan, dan buat lebih baik, berbahagialah dengan :upside-down_face: :upside-down_face: yang berlebihan",Negatif,"Biarlah kakak, mengambil lagu sedih, dan membuatnya lebih baik, bahagia dengan: terbalik:"
taon baru gue lapaaaaaaaarrr bestie,Netral,{Y: i} Taon baru aku lapaaaaaaaaaaaaarrr bestie
malam thn baru pada kemana bestie?,Netral,"Malam tahun baru, dimana bestie?"
bisa ga wisuda diundur dulu? jujurly belum siap pisa sama yang lain :loudly_crying_face::loudly_crying_face::loudly_crying_face:,Negatif,Bisakah kita melewatkan kelulusan?
yuuk spill jawabanmu,Netral,"Yok, katakan jawabanmu."
begini cara makhluk ini menikmati hidup. goreng garing provokasi di medsos bahagia menikmati yg kain terbakar gosong sarik healing. modal rasa kecewa pecewa memang efektif. sadis:double_exclamation_mark:,Negatif,Ini adalah bagaimana makhluk ini menikmati hidup provokasi renyah goreng di medsos senang menikmati penyembuhan kain terbakar ibu kota kekecewaan efektif.
"salah sendiri ga kasih kabar, ditinggal staycation aja :zany_face:",Negatif,palsu jangan bilang padamu tetap saja penyajian: zany_face:
mereka membuat sosok menteri muda dan milenial berbicara untuk mempengaruhi orang untuk menghentikan kebencian mereka di k0minfo wkwkwk itu kami bukan badut bahkan pak sandi tampak bagus,Negatif,Mereka membuat menteri muda dan sosok ribuan tahun berbicara untuk mempengaruhi orang untuk menghentikan kebencian mereka di K0minfo wkkkkkkk itu.
mencapai agak rendah tapi apapun :penguin:,Netral,sedikit rendah tapi apa pun:
"giliran di indo kagak ada yg ngajak maen, oiyaya lg covid ya. padahal mah bisa staycation. emang si punya temen sih gue wkwk",Negatif,"Aku polisi, kau bisa tinggal bersamaku."
jujur lebih mendukung rachel venny sama okin jadi bestie dari pada baliika seperti yang netizen mau. bener2 udah paling cocok jadi bestie banget sih drpd hrs balikan dan nyakitin satu serim,Negatif,"Sejujurnya, Rachel lebih mendukung menjadi okin jadi bestie daripada netizens."
"status pedagang di kontak w salty abis karena fpi bubar :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: ku selalu mengikuti setiap sepak terjangmu, ukhti. status jualan maupun status kebangsaan.",Netral,"status pedagang pada w asin karena fpi disbanding: rolling_the_freat_laughing:::::rolling_on_the_flowh_laughing:: Rolling_on_the_flowage_laughing: I always follow your every action, khti. status serta status nasional."
gapapa ga dikabarin asal kamu jelas lagi ngapain berarti kamu seharian mau kerja smpe malam pun ga apa. ga bakal aku ganggu asal bilang dulu jarang cemburu buta krna akul sllu berpikir positif wkw aku kl ketumu lngsung nempel dan clingy af kek perangko :frowning_face::face_with_tears_of_joy:,Netral,"Jika kau tidak mengatakan apa-apa, lalu apa yang kau pikir kau lakukan sepanjang malam? aku tidak akan mengganggumu jika aku bilang kau tidak cemburu karena aku bilang aku berpikir positif."
"jujurly, ikhlas sii :rolling_on_the_floor_laughing: cuma emang bener, kalau allah bilang tidak walaupun dh berjuang selama apapun tetap gak jodoh butaa :upside-down_face:",Positif,"Jujur, tulus sii:rolling_on_the_flow_laughing:"
menjadi sepenuhnya vaxxed pasti memiliki manfaatnya.,Positif,Menjadi sepenuhnya vaxxed harus memiliki manfaat.
haha iya gua mah yaaa gua tau ko. makasih udh di sadarin,Negatif,ya aku ya ya ya ya ya ya ya ya ya ya ya tahu ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya
kenapa overhinking selalu datang?,Negatif,Mengapa overhinking selalu datang?
"nah, jam segini masih terlalu banyak berpikir permasalanahan di lingkungan keluarga. :crying_face: gak fokus aja mau ngapa*in.",Negatif,Masih banyak yang harus dipikirkan dalam keluarga.
"jujur, laki -laki bgt nyalain gps di medsos .. apalagi twitter. memposting di ig, komenny di twitter (tidak ada tag tp ai tahu) ada ppl aneh di medsos.",Negatif,"Jujur, gps laki-laki lain pada medsos.. apalagi twitter. posting onig, komentar di twitter (tidak ada tag tapi ai tahu) ada appl aneh pada medsos."
"ada cat ngelahirin dirumah, dan ini anak nya. emak nya meninggal ga lama ni anak gedean, di urus sama tetangga tapiah dikasih makanan. akhir nya tiap hari gua kasih foran sisa nasi tim anak gua, jadi clingy abis anak nya yaallah. laki gua gamau melihara, tiap kerumah",Netral,"Ada cat di rumah, dan ini anak itu."
untuk kepemilikan saya yang paling berharga dan orang yang paling menghargai kita. dari rahim anda hingga hatimu. itu adalah tempat terbaik bagi kami dan akan selalu selamanya meskipun anda jauh dari kami. selamat ulang tahun untukmu mama bear :red_heart::partying_face: smoga umur panjang & amp; sehat slalu :smiling_face_with_halo:,Positif,"Untuk milik-Ku yang paling berharga dan yang paling menghargai kami. Dari rahim-Mu sampai ke hati-Mu, itulah tempat terbaik bagi kami dan akan selalu selamanya."
"naksir selebriti saya sejak sekolah menengah pertama, sekarang, dan selamanya :hibiscus::red_heart: semangat terus kk jo",Positif,"memiliki naksir pada selebriti saya sejak SMA, sekarang, dan selamanya:hibscus:::red_heart: semangat terus kk jo"
ndang mari poo terlalu banyak berpikir e: ((,Negatif,Mari kita kotoran terlalu banyak berpikir e:
"seharusnya hari ini gue udah di madagaskar! tapi ya mau gimana lagi ya positif lagi, bahkan tho ga ada gejala apa2. saya tidak tahu tentang covid-19 dan omicron lagi. semoga cepet2 negatif deh ya :( aminnnn",Positif,Aku seharusnya berada di tentara hari ini!
ft. verona 1-1 juventus. bahkan di verona setelah tujuan ronaldo disamakan oleh barak.,Netral,Verona 1-1 juventus bahkan di verona setelah tujuan Ronaldo disamakan dengan barak.
halo 2021:waving_hand: saya berharap tahun ini akan lebih baik dan lebih besar bagi kita semua di seluruh dunia :sparkling_heart::sparkling_heart:,Positif,Halo 2021: mencuci_tangan: saya harap tahun ini akan lebih baik dan lebih besar untuk kita semua di seluruh dunia:sparkingling_heart:
akhir taun dirutup delan tidak aman dan terlalu banyak berpikir,Negatif,akhir dari delan nutup tidak aman dan berpikir terlalu banyak
"mereka benar -benar mengatakan ""kami bermuda line""",Netral,"Mereka benar-benar mengatakan ""kita berada di baris."""
"""penyembuhan dalam hitungan waktu, tetapi kadang -kadang juga masalah kesempatan."" - hippocrates @ unit luka bakar basa plastik rshs",Netral,"""Menyembuhkan waktu, tapi kadang-kadang kesempatan."" - hippocrates @ unit plastik Rshs unit luka bakar"
enak bgt deeptalk,Positif,"Itu bagus, Deeptalk."
"ada kalanya yang susah bukan melawan orang lain, melainkan melawan dan mengendalikan pikiran sendiri, yang gak ada hentinya menyerang dengan hal hal berujung overthinking dan stressfisik keliatanya gapapatapi babak babak babak babak babak babak",Negatif,"Ada saat-saat ketika itu sulit tidak melawan orang lain, tetapi melawan dan mengendalikan pikiran Anda sendiri, yang tidak pernah berhenti menyerang dengan hal-hal yang menyebabkan berpikir berlebihan dan stres."
d4dj viral karena meme :face_with_tears_of_joy: tapi gue tetep lebih suka bandori sih hhe game sementara rhythm paling populer sekarang itu proseka,Netral,D4dj viral for meme:face_with_hears_of_joy: but I still like bandori anyway hhe game while rhythm is very popular now it's prosaka
tumpahkan caranya punya pacar,Netral,Katakan cara dia punya pacar.
"ini hanya keistimewaan, berhenti terlalu banyak berpikir dan bangun! anda bisa melakukannya dengan lebih baik dan saya akan merangkul diri sendiri sayang",Positif,"Ini hanya hak istimewa, berhenti berpikir terlalu banyak dan bangun Anda dapat berbuat lebih baik dan aku akan merangkul diriku bayi"
pulu kampung niatnya penyembuhan liat sawah ijo ijo malah sawahnya lg dikanen :neutral_face:,Positif,"Di desa yang bertujuan untuk memulihkan sawah ijo ijo, sawah sedang terjalin:neutral_face:"
"bukan mau berpatokan, tapi kalo si nita blm lamaran mh masih sanuy aja:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Netral,"not to write, but if nita says mh's application is still sacred:rolling_on_the_floil_laughing:"
sistem dukungan :black_heart:,Positif,sistem dukungan:: black_heart:
hbd :bouquet::birthday_cake::clinking_glasses: girl crush roxie vs sexy roxie :black_heart::black_heart::black_heart: #티파니우리 의 마음 을 강타 하다,Positif,hbd:bouquet::: Birthday_cake:::clinking_glasses: girl crush roxie vs sexy roxie : black_heart::: black_heart:::: black_heart: #
jangan memikirkannya *cermin,Netral,Jangan pernah berpikir tentang hal itu.
staycation,Netral,staycation
